geoid,name,B19013001,"B19013001, Error"
14000US36047010401,"Census Tract 104.01, Kings, NY",57243,9272
14000US36047010402,"Census Tract 104.02, Kings, NY",30881,7530
14000US36047010601,"Census Tract 106.01, Kings, NY",39306,14965
14000US36047010602,"Census Tract 106.02, Kings, NY",58786,6521
14000US36047010801,"Census Tract 108.01, Kings, NY",58750,19753
14000US36047010802,"Census Tract 108.02, Kings, NY",49750,17475
14000US36047011000,"Census Tract 110, Kings, NY",60083,17787
14000US36047011200,"Census Tract 112, Kings, NY",45833,13269
14000US36047011400,"Census Tract 114, Kings, NY",53148,12502
14000US36047011600,"Census Tract 116, Kings, NY",42518,6082
14000US36047011700,"Census Tract 117, Kings, NY",100167,17730
14000US36047011800,"Census Tract 118, Kings, NY",58571,5185
14000US36047011901,"Census Tract 119.01, Kings, NY",151875,33847
14000US36047011902,"Census Tract 119.02, Kings, NY",,
14000US36047012000,"Census Tract 120, Kings, NY",63297,14967
14000US36047012100,"Census Tract 121, Kings, NY",110461,13409
14000US36047012200,"Census Tract 122, Kings, NY",50889,14672
14000US36047012600,"Census Tract 126, Kings, NY",55625,12159
14000US36047012700,"Census Tract 127, Kings, NY",57829,25394
14000US36047012801,"Census Tract 128.01, Kings, NY",55607,20553
14000US36047012901,"Census Tract 129.01, Kings, NY",200762,24197
14000US36047012902,"Census Tract 129.02, Kings, NY",133250,15835
14000US36047013000,"Census Tract 130, Kings, NY",81160,5228
14000US36047013100,"Census Tract 131, Kings, NY",139028,65516
14000US36047013200,"Census Tract 132, Kings, NY",86490,25182
14000US36047013300,"Census Tract 133, Kings, NY",205556,33982
14000US36047013400,"Census Tract 134, Kings, NY",97351,22140
14000US36047013500,"Census Tract 135, Kings, NY",190781,39578
14000US36047013600,"Census Tract 136, Kings, NY",121125,19077
14000US36047013700,"Census Tract 137, Kings, NY",139821,22243
14000US36047013800,"Census Tract 138, Kings, NY",79482,13878
14000US36047013900,"Census Tract 139, Kings, NY",151643,19481
14000US36047014000,"Census Tract 140, Kings, NY",53839,23191
14000US36047014101,"Census Tract 141.01, Kings, NY",114722,32843
14000US36047014102,"Census Tract 141.02, Kings, NY",141025,39965
14000US36047014200,"Census Tract 142, Kings, NY",62847,10778
14000US36047014300,"Census Tract 143, Kings, NY",131875,21876
14000US36047014500,"Census Tract 145, Kings, NY",106667,23441
14000US36047014700,"Census Tract 147, Kings, NY",109602,19932
14000US36047014800,"Census Tract 148, Kings, NY",85625,41287
14000US36047014901,"Census Tract 149.01, Kings, NY",144032,67292
14000US36047014902,"Census Tract 149.02, Kings, NY",134817,47844
14000US36047015000,"Census Tract 150, Kings, NY",72708,24812
14000US36047015100,"Census Tract 151, Kings, NY",190000,41780
14000US36047015200,"Census Tract 152, Kings, NY",76875,38917
14000US36047015300,"Census Tract 153, Kings, NY",106750,33078
14000US36047015400,"Census Tract 154, Kings, NY",,
14000US36047015500,"Census Tract 155, Kings, NY",190556,50253
14000US36047015700,"Census Tract 157, Kings, NY",166372,18669
14000US36047015900,"Census Tract 159, Kings, NY",187883,36979
14000US36047016000,"Census Tract 160, Kings, NY",84135,16758
14000US36047016100,"Census Tract 161, Kings, NY",156429,35612
14000US36047016200,"Census Tract 162, Kings, NY",87552,16973
14000US36047016300,"Census Tract 163, Kings, NY",123819,16950
14000US36047016400,"Census Tract 164, Kings, NY",122625,20038
14000US36047016500,"Census Tract 165, Kings, NY",217438,37192
14000US36047016600,"Census Tract 166, Kings, NY",120938,29638
14000US36047016700,"Census Tract 167, Kings, NY",188827,24189
14000US36047016800,"Census Tract 168, Kings, NY",100368,10271
14000US36047016900,"Census Tract 169, Kings, NY",112419,13532
14000US36047017000,"Census Tract 170, Kings, NY",84116,29814
14000US36047017100,"Census Tract 171, Kings, NY",142560,27045
14000US36047017200,"Census Tract 172, Kings, NY",116983,51828
14000US36047017400,"Census Tract 174, Kings, NY",105197,13204
14000US36047017500,"Census Tract 175, Kings, NY",,
14000US36047017600,"Census Tract 176, Kings, NY",86923,14461
14000US36047017700,"Census Tract 177, Kings, NY",,
14000US36047017800,"Census Tract 178, Kings, NY",77522,15638
14000US36047017900,"Census Tract 179, Kings, NY",94241,27197
14000US36047018000,"Census Tract 180, Kings, NY",59033,23058
14000US36047018100,"Census Tract 181, Kings, NY",121600,17002
14000US36047018200,"Census Tract 182, Kings, NY",59410,21007
14000US36047018300,"Census Tract 183, Kings, NY",158060,13773
14000US36047018400,"Census Tract 184, Kings, NY",67284,15904
14000US36047018501,"Census Tract 185.01, Kings, NY",41571,7357
14000US36047018600,"Census Tract 186, Kings, NY",67426,21200
14000US36047018700,"Census Tract 187, Kings, NY",92469,57718
14000US36047018800,"Census Tract 188, Kings, NY",62056,30173
14000US36047019000,"Census Tract 190, Kings, NY",65821,33755
14000US36047019100,"Census Tract 191, Kings, NY",134583,34463
14000US36047019200,"Census Tract 192, Kings, NY",52885,21831
14000US36047019300,"Census Tract 193, Kings, NY",67000,4289
14000US36047019400,"Census Tract 194, Kings, NY",47031,23322
14000US36047019500,"Census Tract 195, Kings, NY",96106,22621
14000US36047019600,"Census Tract 196, Kings, NY",78629,18346
14000US36047019700,"Census Tract 197, Kings, NY",107149,49898
14000US36047019800,"Census Tract 198, Kings, NY",66563,23189
14000US36047019900,"Census Tract 199, Kings, NY",118996,10814
14000US36047020000,"Census Tract 200, Kings, NY",76667,22609
14000US36047020100,"Census Tract 201, Kings, NY",129720,24193
14000US36047020200,"Census Tract 202, Kings, NY",71875,23347
14000US36047020300,"Census Tract 203, Kings, NY",173125,46382
14000US36047020400,"Census Tract 204, Kings, NY",89474,46408
14000US36047020500,"Census Tract 205, Kings, NY",128281,28662
14000US36047020600,"Census Tract 206, Kings, NY",95114,35323
14000US36047020700,"Census Tract 207, Kings, NY",158214,25145
14000US36047020800,"Census Tract 208, Kings, NY",48750,29823
14000US36047021000,"Census Tract 210, Kings, NY",58631,23119
14000US36047021100,"Census Tract 211, Kings, NY",72005,22946
14000US36047021200,"Census Tract 212, Kings, NY",58385,13099
14000US36047021300,"Census Tract 213, Kings, NY",66683,21455
14000US36047021400,"Census Tract 214, Kings, NY",73456,22630
14000US36047021500,"Census Tract 215, Kings, NY",104796,34524
14000US36047021600,"Census Tract 216, Kings, NY",34815,8691
14000US36047021700,"Census Tract 217, Kings, NY",70625,26428
14000US36047021800,"Census Tract 218, Kings, NY",60816,27807
14000US36047021900,"Census Tract 219, Kings, NY",104423,43837
14000US36047022000,"Census Tract 220, Kings, NY",39321,9867
14000US36047022100,"Census Tract 221, Kings, NY",69213,19269
14000US36047022200,"Census Tract 222, Kings, NY",31090,12622
14000US36047022400,"Census Tract 224, Kings, NY",44677,14096
14000US36047022600,"Census Tract 226, Kings, NY",75714,16003
14000US36047022700,"Census Tract 227, Kings, NY",108750,33439
14000US36047022800,"Census Tract 228, Kings, NY",48507,29024
14000US36047022900,"Census Tract 229, Kings, NY",122989,23305
14000US36047023000,"Census Tract 230, Kings, NY",46691,31858
14000US36047023100,"Census Tract 231, Kings, NY",140888,41463
14000US36047023200,"Census Tract 232, Kings, NY",58086,25800
14000US36047023300,"Census Tract 233, Kings, NY",61049,16795
14000US36047023400,"Census Tract 234, Kings, NY",26795,6416
14000US36047023500,"Census Tract 235, Kings, NY",55682,13664
14000US36047023600,"Census Tract 236, Kings, NY",31905,6811
14000US36047023800,"Census Tract 238, Kings, NY",39196,13201
14000US36047024000,"Census Tract 240, Kings, NY",42885,11654
14000US36047024100,"Census Tract 241, Kings, NY",71000,14218
14000US36047024200,"Census Tract 242, Kings, NY",55069,7166
14000US36047024300,"Census Tract 243, Kings, NY",82524,36351
14000US36047024400,"Census Tract 244, Kings, NY",62885,25140
14000US36047024500,"Census Tract 245, Kings, NY",92932,8505
14000US36047024600,"Census Tract 246, Kings, NY",68224,12506
14000US36047024700,"Census Tract 247, Kings, NY",70408,24441
14000US36047024800,"Census Tract 248, Kings, NY",68063,11466
14000US36047024900,"Census Tract 249, Kings, NY",78025,11079
14000US36047025000,"Census Tract 250, Kings, NY",55132,6231
14000US36047025100,"Census Tract 251, Kings, NY",46947,24674
14000US36047025200,"Census Tract 252, Kings, NY",49815,13543
14000US36047025300,"Census Tract 253, Kings, NY",79583,15655
14000US36047025400,"Census Tract 254, Kings, NY",77465,14276
14000US36047025500,"Census Tract 255, Kings, NY",23003,9826
14000US36047025600,"Census Tract 256, Kings, NY",52052,17367
14000US36047025700,"Census Tract 257, Kings, NY",99821,32924
14000US36047025800,"Census Tract 258, Kings, NY",58490,10697
14000US36047025901,"Census Tract 259.01, Kings, NY",62734,42460
14000US36047025902,"Census Tract 259.02, Kings, NY",20045,9846
14000US36047026000,"Census Tract 260, Kings, NY",47948,10753
14000US36047026100,"Census Tract 261, Kings, NY",65957,19317
14000US36047026200,"Census Tract 262, Kings, NY",80139,34232
14000US36047026300,"Census Tract 263, Kings, NY",67143,15415
14000US36047026400,"Census Tract 264, Kings, NY",67524,18801
14000US36047026500,"Census Tract 265, Kings, NY",75612,25510
14000US36047026600,"Census Tract 266, Kings, NY",45893,6433
14000US36047026700,"Census Tract 267, Kings, NY",96618,20673
14000US36047026800,"Census Tract 268, Kings, NY",77716,30482
14000US36047026900,"Census Tract 269, Kings, NY",90962,8491
14000US36047027000,"Census Tract 270, Kings, NY",33611,16059
14000US36047027100,"Census Tract 271, Kings, NY",68750,47003
14000US36047027200,"Census Tract 272, Kings, NY",71174,30307
14000US36047027300,"Census Tract 273, Kings, NY",78555,24365
14000US36047027400,"Census Tract 274, Kings, NY",52551,16137
14000US36047027500,"Census Tract 275, Kings, NY",89464,10011
14000US36047027600,"Census Tract 276, Kings, NY",56652,3784
14000US36047027700,"Census Tract 277, Kings, NY",62813,21114
14000US36047027800,"Census Tract 278, Kings, NY",61975,18770
14000US36047027900,"Census Tract 279, Kings, NY",77220,11633
14000US36047028000,"Census Tract 280, Kings, NY",86509,10755
14000US36047028100,"Census Tract 281, Kings, NY",37243,9322
14000US36047028200,"Census Tract 282, Kings, NY",55644,19959
14000US36047028300,"Census Tract 283, Kings, NY",40559,13939
14000US36047028400,"Census Tract 284, Kings, NY",63009,13972
14000US36047028501,"Census Tract 285.01, Kings, NY",50278,15242
14000US36047028502,"Census Tract 285.02, Kings, NY",40456,12079
14000US36047028600,"Census Tract 286, Kings, NY",42024,5883
14000US36047028700,"Census Tract 287, Kings, NY",57321,32602
14000US36047028800,"Census Tract 288, Kings, NY",63625,28631
14000US36047028900,"Census Tract 289, Kings, NY",38750,18465
14000US36047029000,"Census Tract 290, Kings, NY",44070,9882
14000US36047029100,"Census Tract 291, Kings, NY",87917,27400
14000US36047029200,"Census Tract 292, Kings, NY",41827,7962
14000US36047029300,"Census Tract 293, Kings, NY",47375,31160
14000US36047029400,"Census Tract 294, Kings, NY",66146,20195
14000US36047029500,"Census Tract 295, Kings, NY",80197,32974
14000US36047029600,"Census Tract 296, Kings, NY",53825,19082
14000US36047029700,"Census Tract 297, Kings, NY",85577,22154
14000US36047029800,"Census Tract 298, Kings, NY",59242,13106
14000US36047029900,"Census Tract 299, Kings, NY",54719,24066
14000US36047030000,"Census Tract 300, Kings, NY",64881,28530
14000US36047030100,"Census Tract 301, Kings, NY",95530,54551
14000US36047030200,"Census Tract 302, Kings, NY",76625,24947
14000US36047030300,"Census Tract 303, Kings, NY",38308,13504
14000US36047030400,"Census Tract 304, Kings, NY",48929,11258
14000US36047030500,"Census Tract 305, Kings, NY",112854,19704
14000US36047030600,"Census Tract 306, Kings, NY",48507,7133
14000US36047030700,"Census Tract 307, Kings, NY",39375,15863
14000US36047030800,"Census Tract 308, Kings, NY",53393,20739
14000US36047030900,"Census Tract 309, Kings, NY",59484,28298
14000US36047031100,"Census Tract 311, Kings, NY",65139,30813
14000US36047031300,"Census Tract 313, Kings, NY",90828,21492
14000US36047031401,"Census Tract 314.01, Kings, NY",76908,18648
14000US36047031402,"Census Tract 314.02, Kings, NY",,
14000US36047031500,"Census Tract 315, Kings, NY",78851,17503
14000US36047031701,"Census Tract 317.01, Kings, NY",88325,18779
14000US36047031702,"Census Tract 317.02, Kings, NY",95486,22518
14000US36047031900,"Census Tract 319, Kings, NY",75021,26228
14000US36047032100,"Census Tract 321, Kings, NY",60446,26949
14000US36047032300,"Census Tract 323, Kings, NY",77450,20202
14000US36047032500,"Census Tract 325, Kings, NY",58641,11402
14000US36047032600,"Census Tract 326, Kings, NY",33467,14122
14000US36047032700,"Census Tract 327, Kings, NY",58750,34339
14000US36047032800,"Census Tract 328, Kings, NY",29289,16842
14000US36047032900,"Census Tract 329, Kings, NY",59636,27487
14000US36047033000,"Census Tract 330, Kings, NY",19215,4222
14000US36047033100,"Census Tract 331, Kings, NY",48393,27602
14000US36047033300,"Census Tract 333, Kings, NY",67663,16812
14000US36047033500,"Census Tract 335, Kings, NY",76771,16547
14000US36047033600,"Census Tract 336, Kings, NY",82500,14570
14000US36047033701,"Census Tract 337.01, Kings, NY",54981,24090
14000US36047033702,"Census Tract 337.02, Kings, NY",68167,13369
14000US36047033900,"Census Tract 339, Kings, NY",51950,25442
14000US36047034000,"Census Tract 340, Kings, NY",16978,10851
14000US36047034100,"Census Tract 341, Kings, NY",66357,41032
14000US36047034200,"Census Tract 342, Kings, NY",20469,4360
14000US36047034300,"Census Tract 343, Kings, NY",31420,19944
14000US36047034500,"Census Tract 345, Kings, NY",50982,22996
14000US36047034700,"Census Tract 347, Kings, NY",34122,10311
14000US36047034800,"Census Tract 348, Kings, NY",49256,20047
14000US36047034901,"Census Tract 349.01, Kings, NY",42229,6983
14000US36047034902,"Census Tract 349.02, Kings, NY",43125,16073
14000US36047035000,"Census Tract 350, Kings, NY",44871,5768
14000US36047035101,"Census Tract 351.01, Kings, NY",39489,21666
14000US36047035102,"Census Tract 351.02, Kings, NY",72955,40611
14000US36047035200,"Census Tract 352, Kings, NY",12073,1457
14000US36047035301,"Census Tract 353.01, Kings, NY",39107,9754
14000US36047035302,"Census Tract 353.02, Kings, NY",80565,30295
14000US36047035400,"Census Tract 354, Kings, NY",52143,14011
14000US36047035500,"Census Tract 355, Kings, NY",52695,17484
14000US36047035601,"Census Tract 356.01, Kings, NY",31910,5335
14000US36047035602,"Census Tract 356.02, Kings, NY",55995,7593
14000US36047035701,"Census Tract 357.01, Kings, NY",38793,15171
14000US36047035702,"Census Tract 357.02, Kings, NY",,
14000US36047035900,"Census Tract 359, Kings, NY",67432,13304
14000US36047036001,"Census Tract 360.01, Kings, NY",27700,7103
14000US36047036002,"Census Tract 360.02, Kings, NY",30136,19770
14000US36047036100,"Census Tract 361, Kings, NY",20636,6035
14000US36047036200,"Census Tract 362, Kings, NY",53464,15434
14000US36047036300,"Census Tract 363, Kings, NY",36037,8972
14000US36047036400,"Census Tract 364, Kings, NY",53528,7044
14000US36047036501,"Census Tract 365.01, Kings, NY",45096,14889
14000US36047036502,"Census Tract 365.02, Kings, NY",44926,18034
14000US36047036600,"Census Tract 366, Kings, NY",43806,10387
14000US36047036700,"Census Tract 367, Kings, NY",60368,36047
14000US36047036900,"Census Tract 369, Kings, NY",36605,11540
14000US36047037000,"Census Tract 370, Kings, NY",81000,17310
14000US36047037100,"Census Tract 371, Kings, NY",78750,14167
14000US36047037300,"Census Tract 373, Kings, NY",62542,13958
14000US36047037401,"Census Tract 374.01, Kings, NY",52625,11128
14000US36047037402,"Census Tract 374.02, Kings, NY",44472,22277
14000US36047037500,"Census Tract 375, Kings, NY",68594,29643
14000US36047037700,"Census Tract 377, Kings, NY",70865,27913
14000US36047037900,"Census Tract 379, Kings, NY",56645,22324
14000US36047038100,"Census Tract 381, Kings, NY",52131,17946
14000US36047038200,"Census Tract 382, Kings, NY",17806,3457
14000US36047038300,"Census Tract 383, Kings, NY",77917,9466
14000US36047038500,"Census Tract 385, Kings, NY",83079,18107
14000US36047038600,"Census Tract 386, Kings, NY",84125,2435
14000US36047038700,"Census Tract 387, Kings, NY",51125,24879
14000US36047038800,"Census Tract 388, Kings, NY",76311,20723
14000US36047038900,"Census Tract 389, Kings, NY",83681,12086
14000US36047039000,"Census Tract 390, Kings, NY",69408,5861
14000US36047039100,"Census Tract 391, Kings, NY",93964,9098
14000US36047039200,"Census Tract 392, Kings, NY",58327,15321
14000US36047039300,"Census Tract 393, Kings, NY",84148,30118
14000US36047039400,"Census Tract 394, Kings, NY",39091,25536
14000US36047039500,"Census Tract 395, Kings, NY",52264,37233
14000US36047039600,"Census Tract 396, Kings, NY",59063,30286
14000US36047039700,"Census Tract 397, Kings, NY",57339,27980
14000US36047039800,"Census Tract 398, Kings, NY",76600,11202
14000US36047039900,"Census Tract 399, Kings, NY",55517,12672
14000US36047040000,"Census Tract 400, Kings, NY",51991,7268
14000US36047040100,"Census Tract 401, Kings, NY",49565,18375
14000US36047040200,"Census Tract 402, Kings, NY",64118,28800
14000US36047040300,"Census Tract 403, Kings, NY",75298,17386
14000US36047040400,"Census Tract 404, Kings, NY",80000,45587
14000US36047040500,"Census Tract 405, Kings, NY",67188,17123
14000US36047040600,"Census Tract 406, Kings, NY",66196,10677
14000US36047040700,"Census Tract 407, Kings, NY",,
14000US36047040800,"Census Tract 408, Kings, NY",84753,19133
14000US36047040900,"Census Tract 409, Kings, NY",56020,8083
14000US36047041000,"Census Tract 410, Kings, NY",63224,19050
14000US36047041100,"Census Tract 411, Kings, NY",54128,12432
14000US36047041200,"Census Tract 412, Kings, NY",106000,28785
14000US36047041300,"Census Tract 413, Kings, NY",64267,19934
14000US36047041401,"Census Tract 414.01, Kings, NY",66250,24805
14000US36047041402,"Census Tract 414.02, Kings, NY",51735,10914
14000US36047041500,"Census Tract 415, Kings, NY",84072,18870
14000US36047041600,"Census Tract 416, Kings, NY",56695,9508
14000US36047041700,"Census Tract 417, Kings, NY",24948,2585
14000US36047041800,"Census Tract 418, Kings, NY",55000,15808
14000US36047041900,"Census Tract 419, Kings, NY",58636,16397
14000US36047042000,"Census Tract 420, Kings, NY",70588,15031
14000US36047042100,"Census Tract 421, Kings, NY",86964,23383
14000US36047042200,"Census Tract 422, Kings, NY",60918,25849
14000US36047042300,"Census Tract 423, Kings, NY",83949,11629
14000US36047042400,"Census Tract 424, Kings, NY",62321,6207
14000US36047042500,"Census Tract 425, Kings, NY",88650,22178
14000US36047042600,"Census Tract 426, Kings, NY",67375,30196
14000US36047042700,"Census Tract 427, Kings, NY",82917,15468
14000US36047042800,"Census Tract 428, Kings, NY",72344,17977
14000US36047042900,"Census Tract 429, Kings, NY",64063,20696
14000US36047043000,"Census Tract 430, Kings, NY",46038,7920
14000US36047043100,"Census Tract 431, Kings, NY",77633,16081
14000US36047043200,"Census Tract 432, Kings, NY",78173,20260
14000US36047043300,"Census Tract 433, Kings, NY",33641,14903
14000US36047043400,"Census Tract 434, Kings, NY",54375,19462
14000US36047043500,"Census Tract 435, Kings, NY",71049,19737
14000US36047043600,"Census Tract 436, Kings, NY",58193,27630
14000US36047043700,"Census Tract 437, Kings, NY",60667,28135
14000US36047043800,"Census Tract 438, Kings, NY",65357,12088
14000US36047043900,"Census Tract 439, Kings, NY",80286,27400
14000US36047044000,"Census Tract 440, Kings, NY",67250,29107
14000US36047044100,"Census Tract 441, Kings, NY",53594,8663
14000US36047044200,"Census Tract 442, Kings, NY",72837,33154
14000US36047044300,"Census Tract 443, Kings, NY",84180,20950
14000US36047044400,"Census Tract 444, Kings, NY",54265,18826
14000US36047044500,"Census Tract 445, Kings, NY",77451,15451
14000US36047044600,"Census Tract 446, Kings, NY",68051,28554
14000US36047044700,"Census Tract 447, Kings, NY",73438,29393
14000US36047044800,"Census Tract 448, Kings, NY",67750,11307
14000US36047044901,"Census Tract 449.01, Kings, NY",52716,9389
14000US36047044902,"Census Tract 449.02, Kings, NY",,
14000US36047045000,"Census Tract 450, Kings, NY",75446,35827
14000US36047045200,"Census Tract 452, Kings, NY",73393,30292
14000US36047045300,"Census Tract 453, Kings, NY",57143,16847
14000US36047045400,"Census Tract 454, Kings, NY",96875,13657
14000US36047045600,"Census Tract 456, Kings, NY",68056,20085
14000US36047045800,"Census Tract 458, Kings, NY",84018,19928
14000US36047046000,"Census Tract 460, Kings, NY",82500,21037
14000US36047046201,"Census Tract 462.01, Kings, NY",38050,25548
14000US36047046202,"Census Tract 462.02, Kings, NY",82450,26977
14000US36047046400,"Census Tract 464, Kings, NY",54740,18784
14000US36047046800,"Census Tract 468, Kings, NY",35930,11079
14000US36047047000,"Census Tract 470, Kings, NY",73750,27151
14000US36047047200,"Census Tract 472, Kings, NY",78125,25622
14000US36047047400,"Census Tract 474, Kings, NY",56500,12558
14000US36047047600,"Census Tract 476, Kings, NY",46250,40984
14000US36047047700,"Census Tract 477, Kings, NY",164647,17171
14000US36047047800,"Census Tract 478, Kings, NY",63000,26860
14000US36047048000,"Census Tract 480, Kings, NY",26159,8263
14000US36047048100,"Census Tract 481, Kings, NY",81613,19448
14000US36047048200,"Census Tract 482, Kings, NY",53804,10302
14000US36047048400,"Census Tract 484, Kings, NY",56809,5985
14000US36047048500,"Census Tract 485, Kings, NY",93929,25713
14000US36047048600,"Census Tract 486, Kings, NY",55236,6698
14000US36047048800,"Census Tract 488, Kings, NY",61013,6854
14000US36047048900,"Census Tract 489, Kings, NY",25154,9207
14000US36047049000,"Census Tract 490, Kings, NY",58965,18125
14000US36047049100,"Census Tract 491, Kings, NY",36653,13741
14000US36047049200,"Census Tract 492, Kings, NY",72058,29225
14000US36047049301,"Census Tract 493.01, Kings, NY",20465,6179
14000US36047049302,"Census Tract 493.02, Kings, NY",47238,29442
14000US36047049400,"Census Tract 494, Kings, NY",88846,12475
14000US36047049500,"Census Tract 495, Kings, NY",89375,16346
14000US36047049600,"Census Tract 496, Kings, NY",68474,18965
14000US36047049700,"Census Tract 497, Kings, NY",107625,18284
14000US36047049800,"Census Tract 498, Kings, NY",67580,32345
14000US36047049900,"Census Tract 499, Kings, NY",88958,31431
14000US36047050001,"Census Tract 500.01, Kings, NY",107333,25116
14000US36047050002,"Census Tract 500.02, Kings, NY",148320,82208
14000US36047050100,"Census Tract 501, Kings, NY",98750,44401
14000US36047050202,"Census Tract 502.02, Kings, NY",97195,35015
14000US36047050300,"Census Tract 503, Kings, NY",127993,35321
14000US36047050401,"Census Tract 504.01, Kings, NY",128443,38425
14000US36047050402,"Census Tract 504.02, Kings, NY",134602,71643
14000US36047050500,"Census Tract 505, Kings, NY",63468,17220
14000US36047050600,"Census Tract 506, Kings, NY",73077,25740
14000US36047050700,"Census Tract 507, Kings, NY",50667,22016
14000US36047050801,"Census Tract 508.01, Kings, NY",70134,24469
14000US36047050803,"Census Tract 508.03, Kings, NY",67000,11576
14000US36047050804,"Census Tract 508.04, Kings, NY",87124,12165
14000US36047050900,"Census Tract 509, Kings, NY",37003,14498
14000US36047051001,"Census Tract 510.01, Kings, NY",54246,12387
14000US36047051002,"Census Tract 510.02, Kings, NY",55974,6744
14000US36047051100,"Census Tract 511, Kings, NY",79675,13211
14000US36047051200,"Census Tract 512, Kings, NY",65847,11377
14000US36047051300,"Census Tract 513, Kings, NY",121607,15704
14000US36047051400,"Census Tract 514, Kings, NY",72477,27640
14000US36047051500,"Census Tract 515, Kings, NY",167917,38679
14000US36047051601,"Census Tract 516.01, Kings, NY",56834,7906
14000US36047051602,"Census Tract 516.02, Kings, NY",67276,17745
14000US36047051700,"Census Tract 517, Kings, NY",171375,25027
14000US36047051800,"Census Tract 518, Kings, NY",84748,10040
14000US36047051900,"Census Tract 519, Kings, NY",188567,3332
14000US36047052000,"Census Tract 520, Kings, NY",108994,3389
14000US36047052300,"Census Tract 523, Kings, NY",91750,26698
14000US36047052500,"Census Tract 525, Kings, NY",28050,13029
14000US36047052600,"Census Tract 526, Kings, NY",73895,6121
14000US36047052700,"Census Tract 527, Kings, NY",61966,20273
14000US36047052800,"Census Tract 528, Kings, NY",107188,31416
14000US36047052900,"Census Tract 529, Kings, NY",27456,17326
14000US36047053000,"Census Tract 530, Kings, NY",60365,17560
14000US36047053101,"Census Tract 531.01, Kings, NY",,
14000US36047053102,"Census Tract 531.02, Kings, NY",61458,12795
14000US36047053200,"Census Tract 532, Kings, NY",65603,19524
14000US36047053300,"Census Tract 533, Kings, NY",24834,8506
14000US36047053400,"Census Tract 534, Kings, NY",50444,19280
14000US36047053500,"Census Tract 535, Kings, NY",26760,12849
14000US36047053700,"Census Tract 537, Kings, NY",46719,8311
14000US36047053800,"Census Tract 538, Kings, NY",63750,14146
14000US36047053900,"Census Tract 539, Kings, NY",23011,6555
14000US36047054200,"Census Tract 542, Kings, NY",45549,18772
14000US36047054300,"Census Tract 543, Kings, NY",,
14000US36047054400,"Census Tract 544, Kings, NY",67011,19273
14000US36047054500,"Census Tract 545, Kings, NY",23456,5264
14000US36047054600,"Census Tract 546, Kings, NY",57017,5966
14000US36047054700,"Census Tract 547, Kings, NY",72130,15042
14000US36047054800,"Census Tract 548, Kings, NY",82788,66207
14000US36047054900,"Census Tract 549, Kings, NY",122717,34109
14000US36047055000,"Census Tract 550, Kings, NY",67391,11998
14000US36047055100,"Census Tract 551, Kings, NY",109662,23709
14000US36047055200,"Census Tract 552, Kings, NY",81250,29919
14000US36047055300,"Census Tract 553, Kings, NY",117750,21817
14000US36047055400,"Census Tract 554, Kings, NY",51667,17254
14000US36047055500,"Census Tract 555, Kings, NY",174028,15786
14000US36047055600,"Census Tract 556, Kings, NY",60458,11573
14000US36047055700,"Census Tract 557, Kings, NY",107410,37032
14000US36047055800,"Census Tract 558, Kings, NY",67500,20504
14000US36047056000,"Census Tract 560, Kings, NY",,
14000US36047056100,"Census Tract 561, Kings, NY",126159,17478
14000US36047056200,"Census Tract 562, Kings, NY",115867,32041
14000US36047056301,"Census Tract 563.01, Kings, NY",121250,28602
14000US36047056302,"Census Tract 563.02, Kings, NY",63627,40167
14000US36047056400,"Census Tract 564, Kings, NY",78409,13372
14000US36047056500,"Census Tract 565, Kings, NY",110673,12112
14000US36047056600,"Census Tract 566, Kings, NY",88472,9646
14000US36047056800,"Census Tract 568, Kings, NY",82955,12876
14000US36047056900,"Census Tract 569, Kings, NY",148333,34583
14000US36047057000,"Census Tract 570, Kings, NY",69987,22401
14000US36047057100,"Census Tract 571, Kings, NY",104761,35564
14000US36047057200,"Census Tract 572, Kings, NY",25498,8066
14000US36047057300,"Census Tract 573, Kings, NY",93036,55637
14000US36047057400,"Census Tract 574, Kings, NY",87893,16312
14000US36047057500,"Census Tract 575, Kings, NY",107365,22809
14000US36047057600,"Census Tract 576, Kings, NY",84500,25116
14000US36047057800,"Census Tract 578, Kings, NY",60823,18152
14000US36047057901,"Census Tract 579.01, Kings, NY",121031,14890
14000US36047057902,"Census Tract 579.02, Kings, NY",,
14000US36047058000,"Census Tract 580, Kings, NY",43375,23942
14000US36047058200,"Census Tract 582, Kings, NY",66000,18134
14000US36047058400,"Census Tract 584, Kings, NY",67315,10294
14000US36047058600,"Census Tract 586, Kings, NY",74347,10013
14000US36047058800,"Census Tract 588, Kings, NY",78375,32371
14000US36047058901,"Census Tract 589.01, Kings, NY",95357,22194
14000US36047058902,"Census Tract 589.02, Kings, NY",,
14000US36047059000,"Census Tract 590, Kings, NY",80147,18410
14000US36047059100,"Census Tract 591, Kings, NY",123872,19998
14000US36047059200,"Census Tract 592, Kings, NY",71167,26973
14000US36047059300,"Census Tract 593, Kings, NY",95595,19065
14000US36047059402,"Census Tract 594.02, Kings, NY",80167,28526
14000US36047059403,"Census Tract 594.03, Kings, NY",84389,39711
14000US36047059404,"Census Tract 594.04, Kings, NY",56771,17724
14000US36047059600,"Census Tract 596, Kings, NY",50000,12427
14000US36047059800,"Census Tract 598, Kings, NY",76312,7306
14000US36047060000,"Census Tract 600, Kings, NY",87365,33534
