geoid,name,B19013001,"B19013001, Error"
14000US36081049600,"Census Tract 496, Queens, NY",93209,19640
14000US36081049700,"Census Tract 497, Queens, NY",63700,33827
14000US36081049900,"Census Tract 499, Queens, NY",65270,12484
14000US36081050000,"Census Tract 500, Queens, NY",65698,17827
14000US36081050201,"Census Tract 502.01, Queens, NY",79342,18112
14000US36081050202,"Census Tract 502.02, Queens, NY",69398,24429
14000US36081050400,"Census Tract 504, Queens, NY",102885,17300
14000US36081050500,"Census Tract 505, Queens, NY",79375,46075
14000US36081050600,"Census Tract 506, Queens, NY",118542,39833
14000US36081050700,"Census Tract 507, Queens, NY",80833,40995
14000US36081050800,"Census Tract 508, Queens, NY",66471,24606
14000US36081051000,"Census Tract 510, Queens, NY",76250,28650
14000US36081051100,"Census Tract 511, Queens, NY",109310,7773
14000US36081051200,"Census Tract 512, Queens, NY",87917,16912
14000US36081051300,"Census Tract 513, Queens, NY",103304,9841
14000US36081051500,"Census Tract 515, Queens, NY",94289,14270
14000US36081051600,"Census Tract 516, Queens, NY",99643,39045
14000US36081051700,"Census Tract 517, Queens, NY",98015,40061
14000US36081051800,"Census Tract 518, Queens, NY",105329,22515
14000US36081052000,"Census Tract 520, Queens, NY",75625,24120
14000US36081052100,"Census Tract 521, Queens, NY",108194,21491
14000US36081052200,"Census Tract 522, Queens, NY",95000,26947
14000US36081052400,"Census Tract 524, Queens, NY",109477,13444
14000US36081052500,"Census Tract 525, Queens, NY",66667,14371
14000US36081052600,"Census Tract 526, Queens, NY",78696,25215
14000US36081052800,"Census Tract 528, Queens, NY",78387,13076
14000US36081053000,"Census Tract 530, Queens, NY",117333,42182
14000US36081053100,"Census Tract 531, Queens, NY",65040,19218
14000US36081053200,"Census Tract 532, Queens, NY",72500,26635
14000US36081053401,"Census Tract 534.01, Queens, NY",106833,9570
14000US36081053501,"Census Tract 535.01, Queens, NY",71793,45662
14000US36081053502,"Census Tract 535.02, Queens, NY",,
14000US36081053601,"Census Tract 536.01, Queens, NY",,
14000US36081053800,"Census Tract 538, Queens, NY",103250,16050
14000US36081053901,"Census Tract 539.01, Queens, NY",83172,17139
14000US36081053902,"Census Tract 539.02, Queens, NY",137171,77762
14000US36081054000,"Census Tract 540, Queens, NY",72212,34306
14000US36081054200,"Census Tract 542, Queens, NY",82406,23401
14000US36081054500,"Census Tract 545, Queens, NY",55694,15301
14000US36081054700,"Census Tract 547, Queens, NY",87895,23930
14000US36081054800,"Census Tract 548, Queens, NY",90208,35039
14000US36081054900,"Census Tract 549, Queens, NY",82727,3287
14000US36081055100,"Census Tract 551, Queens, NY",66250,20986
14000US36081055200,"Census Tract 552, Queens, NY",75511,21153
14000US36081055300,"Census Tract 553, Queens, NY",77679,14606
14000US36081055400,"Census Tract 554, Queens, NY",84750,10189
14000US36081055500,"Census Tract 555, Queens, NY",81000,36558
14000US36081055600,"Census Tract 556, Queens, NY",111860,15143
14000US36081055700,"Census Tract 557, Queens, NY",81701,7450
14000US36081055800,"Census Tract 558, Queens, NY",88021,48128
14000US36081055900,"Census Tract 559, Queens, NY",71324,6486
14000US36081056000,"Census Tract 560, Queens, NY",80179,38569
14000US36081056100,"Census Tract 561, Queens, NY",,
14000US36081056200,"Census Tract 562, Queens, NY",87344,41277
14000US36081056400,"Census Tract 564, Queens, NY",69464,29682
14000US36081056500,"Census Tract 565, Queens, NY",98750,20921
14000US36081056600,"Census Tract 566, Queens, NY",65625,39301
14000US36081056700,"Census Tract 567, Queens, NY",103045,24296
14000US36081056800,"Census Tract 568, Queens, NY",99339,21478
14000US36081057700,"Census Tract 577, Queens, NY",74500,14283
14000US36081057900,"Census Tract 579, Queens, NY",65370,7550
14000US36081058000,"Census Tract 580, Queens, NY",99648,23753
14000US36081058100,"Census Tract 581, Queens, NY",64896,30228
14000US36081058200,"Census Tract 582, Queens, NY",109527,20505
14000US36081058300,"Census Tract 583, Queens, NY",82772,25801
14000US36081058500,"Census Tract 585, Queens, NY",72950,14376
14000US36081058700,"Census Tract 587, Queens, NY",91301,9244
14000US36081058900,"Census Tract 589, Queens, NY",62403,28915
14000US36081059000,"Census Tract 590, Queens, NY",95625,46959
14000US36081059100,"Census Tract 591, Queens, NY",68364,7021
14000US36081059200,"Census Tract 592, Queens, NY",111667,28769
14000US36081059300,"Census Tract 593, Queens, NY",73693,24091
14000US36081059400,"Census Tract 594, Queens, NY",126774,25572
14000US36081059501,"Census Tract 595.01, Queens, NY",91053,25381
14000US36081059502,"Census Tract 595.02, Queens, NY",71801,23248
14000US36081059600,"Census Tract 596, Queens, NY",69107,29189
14000US36081059800,"Census Tract 598, Queens, NY",93808,6279
14000US36081059900,"Census Tract 599, Queens, NY",77222,20941
14000US36081060000,"Census Tract 600, Queens, NY",107946,59021
14000US36081060100,"Census Tract 601, Queens, NY",96953,27075
14000US36081060300,"Census Tract 603, Queens, NY",90074,37153
14000US36081060600,"Census Tract 606, Queens, NY",,
14000US36081060701,"Census Tract 607.01, Queens, NY",,
14000US36081060800,"Census Tract 608, Queens, NY",101042,36208
14000US36081061000,"Census Tract 610, Queens, NY",97813,44455
14000US36081061200,"Census Tract 612, Queens, NY",126638,17247
14000US36081061301,"Census Tract 613.01, Queens, NY",66835,7938
14000US36081061302,"Census Tract 613.02, Queens, NY",,
14000US36081061400,"Census Tract 614, Queens, NY",132633,18905
14000US36081061601,"Census Tract 616.01, Queens, NY",99583,25967
14000US36081061602,"Census Tract 616.02, Queens, NY",111089,14084
14000US36081061800,"Census Tract 618, Queens, NY",92670,18357
14000US36081061900,"Census Tract 619, Queens, NY",100861,37476
14000US36081062000,"Census Tract 620, Queens, NY",103417,19768
14000US36081062100,"Census Tract 621, Queens, NY",83773,19135
14000US36081062200,"Census Tract 622, Queens, NY",124236,33131
14000US36081062300,"Census Tract 623, Queens, NY",68869,18651
14000US36081062400,"Census Tract 624, Queens, NY",,
14000US36081062500,"Census Tract 625, Queens, NY",80625,24006
14000US36081062600,"Census Tract 626, Queens, NY",107946,15582
14000US36081062700,"Census Tract 627, Queens, NY",66042,23076
14000US36081062900,"Census Tract 629, Queens, NY",86309,1080
14000US36081063000,"Census Tract 630, Queens, NY",110583,24325
14000US36081063200,"Census Tract 632, Queens, NY",111667,24405
14000US36081063301,"Census Tract 633.01, Queens, NY",83750,25441
14000US36081063302,"Census Tract 633.02, Queens, NY",105417,42979
14000US36081063500,"Census Tract 635, Queens, NY",74029,8916
14000US36081063700,"Census Tract 637, Queens, NY",91655,10836
14000US36081063800,"Census Tract 638, Queens, NY",108417,29826
14000US36081063900,"Census Tract 639, Queens, NY",75729,25243
14000US36081064101,"Census Tract 641.01, Queens, NY",78403,9473
14000US36081064102,"Census Tract 641.02, Queens, NY",,
14000US36081064500,"Census Tract 645, Queens, NY",87632,20512
14000US36081064600,"Census Tract 646, Queens, NY",104063,18840
14000US36081065000,"Census Tract 650, Queens, NY",112411,25856
14000US36081065401,"Census Tract 654.01, Queens, NY",100313,8729
14000US36081065402,"Census Tract 654.02, Queens, NY",,
14000US36081065501,"Census Tract 655.01, Queens, NY",,
14000US36081065600,"Census Tract 656, Queens, NY",97850,19077
14000US36081065702,"Census Tract 657.02, Queens, NY",74511,12153
14000US36081065703,"Census Tract 657.03, Queens, NY",103288,20528
14000US36081065900,"Census Tract 659, Queens, NY",106304,28332
14000US36081066000,"Census Tract 660, Queens, NY",69583,16834
14000US36081066100,"Census Tract 661, Queens, NY",102411,41927
14000US36081066301,"Census Tract 663.01, Queens, NY",116848,22786
14000US36081066302,"Census Tract 663.02, Queens, NY",,
14000US36081066401,"Census Tract 664.01, Queens, NY",161250,99635
14000US36081066402,"Census Tract 664.02, Queens, NY",101365,15285
14000US36081066403,"Census Tract 664.03, Queens, NY",88317,15907
14000US36081066404,"Census Tract 664.04, Queens, NY",,
14000US36081066501,"Census Tract 665.01, Queens, NY",77453,26882
14000US36081066701,"Census Tract 667.01, Queens, NY",113125,27468
14000US36081066900,"Census Tract 669, Queens, NY",90078,26020
14000US36081067100,"Census Tract 671, Queens, NY",104839,8116
14000US36081067700,"Census Tract 677, Queens, NY",105583,39280
14000US36081067900,"Census Tract 679, Queens, NY",62266,17738
14000US36081068000,"Census Tract 680, Queens, NY",114327,17809
14000US36081068200,"Census Tract 682, Queens, NY",93631,15043
14000US36081068300,"Census Tract 683, Queens, NY",59107,12574
14000US36081068700,"Census Tract 687, Queens, NY",56855,17908
14000US36081069000,"Census Tract 690, Queens, NY",108897,17093
14000US36081069300,"Census Tract 693, Queens, NY",75119,21288
14000US36081069400,"Census Tract 694, Queens, NY",93675,23851
14000US36081069500,"Census Tract 695, Queens, NY",100903,9302
14000US36081069701,"Census Tract 697.01, Queens, NY",93032,8140
14000US36081069702,"Census Tract 697.02, Queens, NY",79433,10986
14000US36081070300,"Census Tract 703, Queens, NY",85805,9271
14000US36081070700,"Census Tract 707, Queens, NY",110052,20495
14000US36081070900,"Census Tract 709, Queens, NY",105167,17904
14000US36081071100,"Census Tract 711, Queens, NY",87682,18182
14000US36081071303,"Census Tract 713.03, Queens, NY",89412,8131
14000US36081071304,"Census Tract 713.04, Queens, NY",88549,33829
14000US36081071305,"Census Tract 713.05, Queens, NY",100685,12292
14000US36081071306,"Census Tract 713.06, Queens, NY",86686,18591
14000US36081071600,"Census Tract 716, Queens, NY",,
14000US36081071701,"Census Tract 717.01, Queens, NY",61426,11628
14000US36081071702,"Census Tract 717.02, Queens, NY",79292,20715
14000US36081071900,"Census Tract 719, Queens, NY",49674,18627
14000US36081072100,"Census Tract 721, Queens, NY",76318,19766
14000US36081072300,"Census Tract 723, Queens, NY",171250,78112
14000US36081072900,"Census Tract 729, Queens, NY",151932,61508
14000US36081073100,"Census Tract 731, Queens, NY",145529,11385
14000US36081073700,"Census Tract 737, Queens, NY",106023,26457
14000US36081073900,"Census Tract 739, Queens, NY",109276,12824
14000US36081074100,"Census Tract 741, Queens, NY",83214,24209
14000US36081074300,"Census Tract 743, Queens, NY",76875,18818
14000US36081074500,"Census Tract 745, Queens, NY",46659,8006
14000US36081074700,"Census Tract 747, Queens, NY",109240,11843
14000US36081074900,"Census Tract 749, Queens, NY",211020,20936
14000US36081075701,"Census Tract 757.01, Queens, NY",99954,16534
14000US36081075702,"Census Tract 757.02, Queens, NY",123170,27769
14000US36081076901,"Census Tract 769.01, Queens, NY",97097,25635
14000US36081076902,"Census Tract 769.02, Queens, NY",98438,27671
14000US36081077300,"Census Tract 773, Queens, NY",99444,14977
14000US36081077500,"Census Tract 775, Queens, NY",90781,28657
14000US36081077902,"Census Tract 779.02, Queens, NY",92214,31752
14000US36081077903,"Census Tract 779.03, Queens, NY",84318,26650
14000US36081077904,"Census Tract 779.04, Queens, NY",103542,15057
14000US36081077905,"Census Tract 779.05, Queens, NY",93579,10264
14000US36081077906,"Census Tract 779.06, Queens, NY",70096,11341
14000US36081077907,"Census Tract 779.07, Queens, NY",49857,22978
14000US36081077908,"Census Tract 779.08, Queens, NY",53362,33000
14000US36081078800,"Census Tract 788, Queens, NY",110833,24644
14000US36081079000,"Census Tract 790, Queens, NY",81573,20919
14000US36081079200,"Census Tract 792, Queens, NY",68871,24428
14000US36081079300,"Census Tract 793, Queens, NY",,
14000US36081079701,"Census Tract 797.01, Queens, NY",41944,15769
14000US36081079702,"Census Tract 797.02, Queens, NY",54096,23990
14000US36081079900,"Census Tract 799, Queens, NY",46273,8869
14000US36081080301,"Census Tract 803.01, Queens, NY",50033,7124
14000US36081080302,"Census Tract 803.02, Queens, NY",71760,14070
14000US36081080900,"Census Tract 809, Queens, NY",73946,22815
14000US36081081400,"Census Tract 814, Queens, NY",125343,37919
14000US36081081800,"Census Tract 818, Queens, NY",88068,21366
14000US36081083700,"Census Tract 837, Queens, NY",56356,11165
14000US36081083800,"Census Tract 838, Queens, NY",84481,18311
14000US36081084000,"Census Tract 840, Queens, NY",106325,15036
14000US36081084500,"Census Tract 845, Queens, NY",32285,16848
14000US36081084601,"Census Tract 846.01, Queens, NY",94414,17215
14000US36081084602,"Census Tract 846.02, Queens, NY",73036,24785
14000US36081084901,"Census Tract 849.01, Queens, NY",48191,23378
14000US36081084902,"Census Tract 849.02, Queens, NY",48409,19967
14000US36081085300,"Census Tract 853, Queens, NY",32404,7959
14000US36081085500,"Census Tract 855, Queens, NY",38567,6825
14000US36081085700,"Census Tract 857, Queens, NY",47609,9332
14000US36081085900,"Census Tract 859, Queens, NY",53821,4920
14000US36081086100,"Census Tract 861, Queens, NY",52019,15109
14000US36081086300,"Census Tract 863, Queens, NY",41716,14294
14000US36081086400,"Census Tract 864, Queens, NY",106612,22958
14000US36081086500,"Census Tract 865, Queens, NY",40777,20838
14000US36081086900,"Census Tract 869, Queens, NY",41645,35521
14000US36081087100,"Census Tract 871, Queens, NY",39261,7848
14000US36081088400,"Census Tract 884, Queens, NY",97830,25422
14000US36081088902,"Census Tract 889.02, Queens, NY",50307,12020
14000US36081088903,"Census Tract 889.03, Queens, NY",73060,22971
14000US36081089201,"Census Tract 892.01, Queens, NY",132739,29155
14000US36081089202,"Census Tract 892.02, Queens, NY",,
14000US36081090700,"Census Tract 907, Queens, NY",83917,37233
14000US36081091602,"Census Tract 916.02, Queens, NY",,
14000US36081091603,"Census Tract 916.03, Queens, NY",113047,26222
14000US36081091604,"Census Tract 916.04, Queens, NY",,
14000US36081091800,"Census Tract 918, Queens, NY",,
14000US36081091900,"Census Tract 919, Queens, NY",88466,35114
14000US36081092200,"Census Tract 922, Queens, NY",163500,32816
14000US36081092500,"Census Tract 925, Queens, NY",50234,11460
14000US36081092800,"Census Tract 928, Queens, NY",138452,20838
14000US36081092900,"Census Tract 929, Queens, NY",74122,10197
14000US36081093401,"Census Tract 934.01, Queens, NY",92847,14656
14000US36081093402,"Census Tract 934.02, Queens, NY",98636,31320
14000US36081093800,"Census Tract 938, Queens, NY",60917,15288
14000US36081093900,"Census Tract 939, Queens, NY",83929,6867
14000US36081094201,"Census Tract 942.01, Queens, NY",70236,17798
14000US36081094202,"Census Tract 942.02, Queens, NY",51098,16145
14000US36081094203,"Census Tract 942.03, Queens, NY",55231,17733
14000US36081094500,"Census Tract 945, Queens, NY",70840,15189
14000US36081094700,"Census Tract 947, Queens, NY",73487,18312
14000US36081095400,"Census Tract 954, Queens, NY",75781,9375
14000US36081096400,"Census Tract 964, Queens, NY",83438,15024
14000US36081097202,"Census Tract 972.02, Queens, NY",33051,6474
14000US36081097204,"Census Tract 972.04, Queens, NY",56586,10301
14000US36081097205,"Census Tract 972.05, Queens, NY",27790,5575
14000US36081097206,"Census Tract 972.06, Queens, NY",32060,18502
14000US36081097207,"Census Tract 972.07, Queens, NY",,
14000US36081097300,"Census Tract 973, Queens, NY",108162,28822
14000US36081098100,"Census Tract 981, Queens, NY",95694,19541
14000US36081098700,"Census Tract 987, Queens, NY",92500,24438
14000US36081099100,"Census Tract 991, Queens, NY",106250,16138
14000US36081099200,"Census Tract 992, Queens, NY",31258,4008
14000US36081099701,"Census Tract 997.01, Queens, NY",105069,20350
14000US36081099703,"Census Tract 997.03, Queens, NY",104634,17779
14000US36081099704,"Census Tract 997.04, Queens, NY",82873,14427
14000US36081099705,"Census Tract 997.05, Queens, NY",130833,17801
14000US36081099801,"Census Tract 998.01, Queens, NY",68370,18926
14000US36081099802,"Census Tract 998.02, Queens, NY",53591,13951
14000US36081099900,"Census Tract 999, Queens, NY",,
14000US36081100801,"Census Tract 1008.01, Queens, NY",119674,16987
14000US36081100803,"Census Tract 1008.03, Queens, NY",44146,20424
14000US36081100804,"Census Tract 1008.04, Queens, NY",109878,20707
14000US36081101002,"Census Tract 1010.02, Queens, NY",38395,32774
14000US36081101003,"Census Tract 1010.03, Queens, NY",,
14000US36081101004,"Census Tract 1010.04, Queens, NY",43168,9310
14000US36081101700,"Census Tract 1017, Queens, NY",80000,25887
14000US36081102900,"Census Tract 1029, Queens, NY",91000,22943
14000US36081103201,"Census Tract 1032.01, Queens, NY",42857,14176
14000US36081103202,"Census Tract 1032.02, Queens, NY",72279,21338
14000US36081103300,"Census Tract 1033, Queens, NY",90457,12607
14000US36081103900,"Census Tract 1039, Queens, NY",67023,12323
14000US36081104700,"Census Tract 1047, Queens, NY",59973,22681
14000US36081105900,"Census Tract 1059, Queens, NY",105721,29926
14000US36081107201,"Census Tract 1072.01, Queens, NY",91029,39726
14000US36081107202,"Census Tract 1072.02, Queens, NY",,
14000US36081108500,"Census Tract 1085, Queens, NY",60761,10915
14000US36081109300,"Census Tract 1093, Queens, NY",127104,31933
14000US36081109700,"Census Tract 1097, Queens, NY",103958,11518
14000US36081109900,"Census Tract 1099, Queens, NY",88393,24479
14000US36081111300,"Census Tract 1113, Queens, NY",105263,19339
14000US36081112300,"Census Tract 1123, Queens, NY",107500,28144
14000US36081112900,"Census Tract 1129, Queens, NY",87188,11989
14000US36081113300,"Census Tract 1133, Queens, NY",108500,24361
14000US36081113900,"Census Tract 1139, Queens, NY",66081,20663
14000US36081114100,"Census Tract 1141, Queens, NY",106705,37031
14000US36081114700,"Census Tract 1147, Queens, NY",87781,6958
14000US36081115100,"Census Tract 1151, Queens, NY",81563,10412
14000US36081115500,"Census Tract 1155, Queens, NY",79519,27975
14000US36081115700,"Census Tract 1157, Queens, NY",59722,19543
14000US36081115900,"Census Tract 1159, Queens, NY",67981,31007
14000US36081116100,"Census Tract 1161, Queens, NY",29832,8487
14000US36081116301,"Census Tract 1163.01, Queens, NY",30642,8670
14000US36081116302,"Census Tract 1163.02, Queens, NY",60916,23372
14000US36081116700,"Census Tract 1167, Queens, NY",53482,10426
14000US36081117100,"Census Tract 1171, Queens, NY",61154,12667
14000US36081117500,"Census Tract 1175, Queens, NY",82545,13745
14000US36081118100,"Census Tract 1181, Queens, NY",78625,8734
14000US36081118500,"Census Tract 1185, Queens, NY",50000,7360
14000US36081118700,"Census Tract 1187, Queens, NY",51250,28213
14000US36081118900,"Census Tract 1189, Queens, NY",46426,7398
14000US36081119100,"Census Tract 1191, Queens, NY",37886,5632
14000US36081119300,"Census Tract 1193, Queens, NY",46864,17645
14000US36081119500,"Census Tract 1195, Queens, NY",89583,22217
14000US36081119900,"Census Tract 1199, Queens, NY",100000,38896
14000US36081120100,"Census Tract 1201, Queens, NY",65156,12556
14000US36081120300,"Census Tract 1203, Queens, NY",56250,23039
14000US36081120500,"Census Tract 1205, Queens, NY",25292,14752
14000US36081120701,"Census Tract 1207.01, Queens, NY",94196,13511
14000US36081120702,"Census Tract 1207.02, Queens, NY",,
14000US36081121100,"Census Tract 1211, Queens, NY",,
14000US36081121500,"Census Tract 1215, Queens, NY",88771,6495
14000US36081122300,"Census Tract 1223, Queens, NY",84130,11370
14000US36081122702,"Census Tract 1227.02, Queens, NY",32378,10298
14000US36081122703,"Census Tract 1227.03, Queens, NY",71742,22069
14000US36081122704,"Census Tract 1227.04, Queens, NY",60625,26114
14000US36081124100,"Census Tract 1241, Queens, NY",81250,10063
14000US36081124700,"Census Tract 1247, Queens, NY",74922,64030
14000US36081125700,"Census Tract 1257, Queens, NY",71852,18440
14000US36081126500,"Census Tract 1265, Queens, NY",123906,31691
14000US36081126700,"Census Tract 1267, Queens, NY",78750,31659
14000US36081127700,"Census Tract 1277, Queens, NY",127730,48586
14000US36081128300,"Census Tract 1283, Queens, NY",,
14000US36081129102,"Census Tract 1291.02, Queens, NY",122123,13088
14000US36081129103,"Census Tract 1291.03, Queens, NY",69964,17499
14000US36081129104,"Census Tract 1291.04, Queens, NY",96711,17567
14000US36081130100,"Census Tract 1301, Queens, NY",87083,25794
14000US36081133300,"Census Tract 1333, Queens, NY",118562,8107
14000US36081133900,"Census Tract 1339, Queens, NY",125063,30961
14000US36081134100,"Census Tract 1341, Queens, NY",80964,33072
14000US36081134701,"Census Tract 1347.01, Queens, NY",74518,32903
14000US36081134702,"Census Tract 1347.02, Queens, NY",78618,17427
14000US36081136700,"Census Tract 1367, Queens, NY",86470,16771
14000US36081137700,"Census Tract 1377, Queens, NY",90238,17005
14000US36081138501,"Census Tract 1385.01, Queens, NY",92654,30750
14000US36081138502,"Census Tract 1385.02, Queens, NY",,
14000US36081139900,"Census Tract 1399, Queens, NY",127431,29228
14000US36081140300,"Census Tract 1403, Queens, NY",69531,35213
14000US36081140901,"Census Tract 1409.01, Queens, NY",103500,38887
14000US36081140902,"Census Tract 1409.02, Queens, NY",83081,24934
14000US36081141700,"Census Tract 1417, Queens, NY",67298,22067
14000US36081142900,"Census Tract 1429, Queens, NY",72979,29917
14000US36081143500,"Census Tract 1435, Queens, NY",109732,37648
14000US36081144100,"Census Tract 1441, Queens, NY",105456,21013
14000US36081144700,"Census Tract 1447, Queens, NY",80469,19527
14000US36081145101,"Census Tract 1451.01, Queens, NY",72045,13970
14000US36081145102,"Census Tract 1451.02, Queens, NY",70582,21695
14000US36081145900,"Census Tract 1459, Queens, NY",92167,17346
14000US36081146300,"Census Tract 1463, Queens, NY",74370,3325
14000US36081146700,"Census Tract 1467, Queens, NY",104167,20133
14000US36081147100,"Census Tract 1471, Queens, NY",91094,30263
14000US36081147900,"Census Tract 1479, Queens, NY",78958,26075
14000US36081148300,"Census Tract 1483, Queens, NY",118345,15401
14000US36081150701,"Census Tract 1507.01, Queens, NY",150284,36383
14000US36081150702,"Census Tract 1507.02, Queens, NY",96336,9042
14000US36081152901,"Census Tract 1529.01, Queens, NY",72967,8119
14000US36081152902,"Census Tract 1529.02, Queens, NY",105207,20180
14000US36081155101,"Census Tract 1551.01, Queens, NY",60800,24064
14000US36081155103,"Census Tract 1551.03, Queens, NY",96375,14171
14000US36081155104,"Census Tract 1551.04, Queens, NY",129167,28897
14000US36081156700,"Census Tract 1567, Queens, NY",61406,43183
14000US36081157101,"Census Tract 1571.01, Queens, NY",102525,17225
14000US36081157102,"Census Tract 1571.02, Queens, NY",111250,26128
14000US36081157901,"Census Tract 1579.01, Queens, NY",111391,20146
14000US36081157902,"Census Tract 1579.02, Queens, NY",88355,33939
14000US36081157903,"Census Tract 1579.03, Queens, NY",108387,17569
14000US36081161700,"Census Tract 1617, Queens, NY",123728,13467
14000US36081162100,"Census Tract 1621, Queens, NY",88086,11964
14000US36081990100,"Census Tract 9901, Queens, NY",,
14000US36085000300,"Census Tract 3, Richmond, NY",66938,11042
14000US36085000600,"Census Tract 6, Richmond, NY",,
14000US36085000700,"Census Tract 7, Richmond, NY",53615,12757
14000US36085000800,"Census Tract 8, Richmond, NY",83697,12580
14000US36085000900,"Census Tract 9, Richmond, NY",63542,30218
14000US36085001100,"Census Tract 11, Richmond, NY",49539,16368
14000US36085001700,"Census Tract 17, Richmond, NY",55323,20705
14000US36085001800,"Census Tract 18, Richmond, NY",78295,12460
14000US36085002001,"Census Tract 20.01, Richmond, NY",68586,13843
14000US36085002002,"Census Tract 20.02, Richmond, NY",80764,44235
14000US36085002100,"Census Tract 21, Richmond, NY",61500,21222
14000US36085002700,"Census Tract 27, Richmond, NY",30188,14585
14000US36085002900,"Census Tract 29, Richmond, NY",41111,29927
14000US36085003300,"Census Tract 33, Richmond, NY",99750,26133
14000US36085003600,"Census Tract 36, Richmond, NY",105714,26390
14000US36085003900,"Census Tract 39, Richmond, NY",85221,18834
14000US36085004001,"Census Tract 40.01, Richmond, NY",52204,13489
14000US36085004002,"Census Tract 40.02, Richmond, NY",115632,76672
14000US36085004003,"Census Tract 40.03, Richmond, NY",13855,13124
14000US36085004004,"Census Tract 40.04, Richmond, NY",84732,71818
14000US36085004700,"Census Tract 47, Richmond, NY",101196,27011
14000US36085005000,"Census Tract 50, Richmond, NY",75833,25149
14000US36085005901,"Census Tract 59.01, Richmond, NY",77238,18759
14000US36085005902,"Census Tract 59.02, Richmond, NY",,
14000US36085006400,"Census Tract 64, Richmond, NY",61154,23247
14000US36085006700,"Census Tract 67, Richmond, NY",129722,57690
14000US36085007001,"Census Tract 70.01, Richmond, NY",67679,29075
14000US36085007002,"Census Tract 70.02, Richmond, NY",85380,58282
14000US36085007400,"Census Tract 74, Richmond, NY",68264,13766
14000US36085007500,"Census Tract 75, Richmond, NY",99324,14027
14000US36085007700,"Census Tract 77, Richmond, NY",80761,10692
14000US36085008100,"Census Tract 81, Richmond, NY",55694,28594
14000US36085009601,"Census Tract 96.01, Richmond, NY",101625,16127
14000US36085009602,"Census Tract 96.02, Richmond, NY",76484,11116
14000US36085009701,"Census Tract 97.01, Richmond, NY",106075,19292
14000US36085009702,"Census Tract 97.02, Richmond, NY",,
14000US36085010500,"Census Tract 105, Richmond, NY",86250,26438
14000US36085011201,"Census Tract 112.01, Richmond, NY",95586,30484
14000US36085011203,"Census Tract 112.03, Richmond, NY",75071,11581
14000US36085011204,"Census Tract 112.04, Richmond, NY",155270,104395
14000US36085011401,"Census Tract 114.01, Richmond, NY",75284,41727
14000US36085011402,"Census Tract 114.02, Richmond, NY",88781,18833
14000US36085012100,"Census Tract 121, Richmond, NY",149750,32917
14000US36085012200,"Census Tract 122, Richmond, NY",93777,17281
14000US36085012500,"Census Tract 125, Richmond, NY",111434,20087
14000US36085012804,"Census Tract 128.04, Richmond, NY",84706,21895
14000US36085012805,"Census Tract 128.05, Richmond, NY",114591,12195
14000US36085012806,"Census Tract 128.06, Richmond, NY",56345,7364
14000US36085013201,"Census Tract 132.01, Richmond, NY",120872,6294
14000US36085013203,"Census Tract 132.03, Richmond, NY",116755,21834
14000US36085013204,"Census Tract 132.04, Richmond, NY",97752,14597
14000US36085013301,"Census Tract 133.01, Richmond, NY",16250,11363
14000US36085013302,"Census Tract 133.02, Richmond, NY",93929,45958
14000US36085013400,"Census Tract 134, Richmond, NY",79412,28002
14000US36085013800,"Census Tract 138, Richmond, NY",132261,19032
14000US36085014100,"Census Tract 141, Richmond, NY",59825,18759
14000US36085014604,"Census Tract 146.04, Richmond, NY",125750,25412
14000US36085014605,"Census Tract 146.05, Richmond, NY",120351,25266
14000US36085014606,"Census Tract 146.06, Richmond, NY",92012,22037
14000US36085014607,"Census Tract 146.07, Richmond, NY",109427,13278
14000US36085014608,"Census Tract 146.08, Richmond, NY",114205,35683
14000US36085014700,"Census Tract 147, Richmond, NY",103646,17943
14000US36085015100,"Census Tract 151, Richmond, NY",104191,21524
14000US36085015400,"Census Tract 154, Richmond, NY",,
14000US36085015601,"Census Tract 156.01, Richmond, NY",125774,31520
14000US36085015602,"Census Tract 156.02, Richmond, NY",123291,19253
14000US36085015603,"Census Tract 156.03, Richmond, NY",74656,25250
14000US36085016901,"Census Tract 169.01, Richmond, NY",136506,32420
14000US36085017005,"Census Tract 170.05, Richmond, NY",101509,18946
14000US36085017007,"Census Tract 170.07, Richmond, NY",93634,12049
14000US36085017009,"Census Tract 170.09, Richmond, NY",91641,23574
14000US36085017011,"Census Tract 170.11, Richmond, NY",119352,16071
14000US36085017012,"Census Tract 170.12, Richmond, NY",103068,23296
14000US36085017013,"Census Tract 170.13, Richmond, NY",81611,18207
14000US36085017014,"Census Tract 170.14, Richmond, NY",97692,5069
14000US36085017015,"Census Tract 170.15, Richmond, NY",126588,43804
14000US36085017016,"Census Tract 170.16, Richmond, NY",113068,10498
14000US36085017300,"Census Tract 173, Richmond, NY",39974,11493
14000US36085017600,"Census Tract 176, Richmond, NY",160870,39676
14000US36085017701,"Census Tract 177.01, Richmond, NY",144375,36967
14000US36085017702,"Census Tract 177.02, Richmond, NY",101608,25116
14000US36085018100,"Census Tract 181, Richmond, NY",91592,15989
14000US36085018701,"Census Tract 187.01, Richmond, NY",122148,19449
14000US36085018703,"Census Tract 187.03, Richmond, NY",80778,25439
14000US36085018704,"Census Tract 187.04, Richmond, NY",112091,35480
14000US36085018901,"Census Tract 189.01, Richmond, NY",133946,22512
14000US36085018902,"Census Tract 189.02, Richmond, NY",102219,18779
