wkt_geom,MEAN_X,MEAN_Y,object_id,lat,lon,GEOID,STATE,COUNTY,TRACT,BLOCK
Point (988677.58184809982776642 184068.25822564214468002),988677.5818480998,184068.25822564212,28.000000000000004,40.6719,-73.9840388,360470135002003,36,047,013500,2003
Point (988700.49658245220780373 188252.94018599018454552),988700.4965824522,188252.94018599016,495.0,40.68339,-73.9839534,360470127001001,36,047,012700,1001
Point (988726.52778039127588272 216804.00673039257526398),988726.5277803913,216804.00673039255,269.0,40.76175,-73.9838404,360610131001003,36,061,013100,1003
Point (988778.51061605662107468 215432.8769267275929451),988778.5106160564,215432.87692672762,271.0,40.75799,-73.9836537,360610125001003,36,061,012500,1003
Point (988817.16014505177736282 184287.75270134955644608),988817.1601450515,184287.75270134961,29.0,40.6725,-73.9835355,360470135002000,36,047,013500,2000
Point (988842.15090872347354889 217037.94819164276123047),988842.1509087236,217037.94819164282,194.0,40.76239,-73.98342290000001,360610131001002,36,061,013100,1002
Point (988861.50552880018949509 179347.42531168460845947),988861.5055288002,179347.42531168464,58.0,40.65894,-73.983379,360470169004000,36,047,016900,4000
Point (988876.79716488718986511 189624.39294668287038803),988876.7971648872,189624.39294668284,30.0,40.68715,-73.9833168,360470041001000,36,047,004100,1000
Point (988954.44235080480575562 217274.81139902025461197),988954.4423508048,217274.81139902023,270.0,40.763040000000004,-73.98301740000001,360610131001001,36,061,013100,1001
Point (988956.52830463647842407 184507.36971618235111237),988956.5283046364,184507.36971618235,68.0,40.67311,-73.9830329,360470135003001,36,047,013500,3001
Point (989084.68077143281698227 190183.70957739651203156),989084.6807714328,190183.70957739648,54.0,40.68869,-73.9825668,360470037001002,36,047,003700,1002
Point (989095.88990255445241928 184726.77232855558395386),989095.8899025543,184726.77232855558,31.0,40.67371,-73.9825304,360470135003000,36,047,013500,3000
Point (989170.24966197460889816 190347.54291114956140518),989170.2496619745,190347.54291114962,55.0,40.68913,-73.9822581,360470037001002,36,047,003700,1002
Point (989235.40881642699241638 184945.96660801768302917),989235.408816427,184945.96660801765,33.0,40.67431,-73.9820272,360470133004000,36,047,013300,4000
Point (989298.36636767908930779 207077.39896908029913902),989298.3663676792,207077.39896908027,490.0,40.73505,-73.98178349999999,360610064004002,36,061,006400,4002
Point (989367.22449767589569092 185154.6700948104262352),989367.2244976759,185154.67009481046,34.0,40.67488,-73.98155190000001,360470133003001,36,047,013300,3001
Point (989399.19507022202014923 203337.76414193958044052),989399.195070222,203337.7641419396,187.0,40.724790000000006,-73.98142259999999,360610032007002,36,061,003200,7002
Point (989443.62657584995031357 187873.45173072814941406),989443.62657585,187873.45173072812,449.0,40.68234,-73.9812743,360470127001000,36,047,012700,1000
Point (989490.03281505405902863 185369.01021730899810791),989490.0328150541,185369.010217309,69.0,40.675470000000004,-73.981109,360470133002001,36,047,013300,2001
Point (989520.22025468200445175 203553.87722676992416382),989520.220254682,203553.87722676995,188.0,40.72538,-73.9809858,360610026023001,36,061,002602,3001
Point (989543.38310205191373825 221466.05203226953744888),989543.383102052,221466.05203226954,272.0,40.77455,-73.98088809999999,360610153026000,36,061,015302,6000
Point (989571.00429207249544561 202818.82788030555821024),989571.0042920724,202818.8278803056,509.0,40.72337,-73.9808032,360610026012000,36,061,002601,2000
Point (989638.77456153184175491 203768.05224133282899857),989638.7745615318,203768.05224133286,492.0,40.725970000000004,-73.98055790000001,360610026023000,36,061,002602,3000
Point (989668.64203788340091705 221694.31748780608177185),989668.6420378832,221694.31748780608,273.0,40.77517,-73.98043559999999,360610153024000,36,061,015302,4000
Point (989689.36033634841442108 174288.97496272623538971),989689.3603363484,174288.97496272626,59.0,40.64506,-73.98039940000001,360470498001002,36,047,049800,1002
Point (989755.20431007945444435 203982.01761064431047998),989755.2043100796,203982.0176106443,533.0,40.72656,-73.9801377,360610032007000,36,061,003200,7000
Point (989795.17836617678403854 221923.84934501349925995),989795.1783661769,221923.84934501356,195.0,40.7758,-73.9799786,360610153021000,36,061,015302,1000
Point (989848.4492570087313652 186062.20305664092302322),989848.4492570087,186062.20305664086,35.0,40.67737,-73.9798162,360470131004000,36,047,013100,4000
Point (989879.48347971588373184 204206.66447106003761292),989879.4834797159,204206.66447106,189.0,40.72717,-73.97968909999999,360610034002001,36,061,003400,2001
Point (989922.85855700820684433 222150.5626383051276207),989922.8585570081,222150.56263830516,197.0,40.77643,-73.9795174,360610157008000,36,061,015700,8000
Point (989963.11569434404373169 190322.71520489454269409),989963.115694344,190322.71520489454,56.00000000000001,40.68907,-73.9793992,360470033002002,36,047,003300,2002
Point (989966.89357392489910126 186292.0925246849656105),989966.8935739249,186292.09252468497,88.0,40.678000000000004,-73.979389,360470131002001,36,047,013100,2001
Point (990005.24766388535499573 204432.57461635023355484),990005.2476638855,204432.57461635023,262.0,40.72779,-73.9792351,360610034002000,36,061,003400,2000
Point (990008.55851684510707855 183992.82825839519500732),990008.5585168451,183992.8282583952,32.0,40.671690000000005,-73.9792408,360470155001000,36,047,015500,1000
Point (990035.1593494713306427 186425.46512538939714432),990035.1593494712,186425.46512538943,118.0,40.67837,-73.97914279999999,360470131001001,36,047,013100,1001
Point (990053.88979101181030273 222387.66616672277450562),990053.8897910119,222387.6661667228,198.0,40.77708,-73.9790441,360610157007000,36,061,015700,7000
Point (990104.54585768282413483 186559.60527705401182175),990104.5458576828,186559.60527705398,119.0,40.678740000000005,-73.9788925,360470131001001,36,047,013100,1001
Point (990134.5305418074131012 204665.48753634840250015),990134.5305418073,204665.4875363484,274.0,40.728429999999996,-73.9787685,360610034001001,36,061,003400,1001
Point (990191.51418767869472504 222637.40730109810829163),990191.5141876787,222637.40730109808,208.0,40.77776,-73.97854699999999,360610157006000,36,061,015700,6000
Point (990265.18169126659631729 204898.20688718557357788),990265.1816912666,204898.20688718557,457.0,40.72907,-73.9782969,360610034001000,36,061,003400,1000
Point (990325.22897930443286896 222877.49786422401666641),990325.2289793044,222877.497864224,209.0,40.778420000000004,-73.97806390000001,360610157005000,36,061,015700,5000
Point (990332.88053880631923676 187003.6529453918337822),990332.8805388062,187003.65294539183,89.0,40.679959999999994,-73.9780689,360470129013000,36,047,012901,3000
Point (990392.94472314417362213 187119.00868581235408783),990392.9447231442,187119.00868581235,90.0,40.68027,-73.9778522,360470129012001,36,047,012901,2001
Point (990440.33439213538076729 204339.57578660300350748),990440.3343921355,204339.57578660297,498.0,40.727540000000005,-73.9776655,360610028002000,36,061,002800,2000
Point (990452.74922951310873032 187234.89444485306739807),990452.7492295131,187234.8944448531,120.0,40.68059,-73.9776365,360470129012001,36,047,012901,2001
Point (990453.12078388780355453 223108.65078118443489075),990453.1207838878,223108.65078118446,210.0,40.77906,-73.977602,360610161005000,36,061,016100,5000
Point (990470.757559634745121 184721.85435939580202103),990470.7575596349,184721.85435939577,87.0,40.67369,-73.97757390000001,360470157002001,36,047,015700,2001
Point (990506.16726572066545486 224136.63510972261428833),990506.1672657208,224136.6351097226,211.0,40.78188,-73.9774095,360610165003000,36,061,016500,3000
Point (990562.60694942623376846 187448.80133330821990967),990562.6069494262,187448.80133330825,121.0,40.68118,-73.9772402,360470129012000,36,047,012901,2000
Point (990581.82590705156326294 223339.42312147468328476),990581.8259070516,223339.42312147468,281.0,40.77969,-73.977137,360610161006000,36,061,016100,6000
Point (990624.17933284491300583 182063.79159809648990631),990624.1793328448,182063.7915980965,117.0,40.6664,-73.97702340000001,360470167001000,36,047,016700,1000
Point (990681.63394234329462051 187679.368785560131073),990681.6339423432,187679.36878556013,122.0,40.68181,-73.9768109,360470129014001,36,047,012901,4001
Point (990713.25149722397327423 223574.34992633759975433),990713.2514972241,223574.34992633763,540.0,40.78033,-73.97666219999999,360610161001002,36,061,016100,1002
Point (990781.03433410078287125 222774.19524931162595749),990781.0343341008,222774.19524931166,282.0,40.77814,-73.97641829999999,360610161004000,36,061,016100,4000
Point (990943.72478955239057541 228196.71557223051786423),990943.7247895524,228196.71557223052,283.0,40.79302,-73.9758254,360610179002000,36,061,017900,2000
Point (991221.34021201729774475 190099.19383434951305389),991221.3402120172,190099.19383434948,135.0,40.68845,-73.9748625,360470033001000,36,047,003300,1000
Point (991278.47215155512094498 211047.11027176678180695),991278.4721515551,211047.1102717668,207.0,40.74595,-73.9746345,360610078006002,36,061,007800,6002
Point (991313.82854410260915756 189482.0802391842007637),991313.8285441026,189482.08023918426,123.0,40.68676,-73.9745296,360470181003001,36,047,018100,3001
Point (991579.48122801631689072 175362.46559789031744003),991579.4812280164,175362.46559789035,112.0,40.648,-73.9735872,360470504012005,36,047,050401,2005
Point (991605.5433478057384491 210863.23104635626077652),991605.5433478056,210863.23104635626,206.0,40.74544,-73.9734543,360610078006002,36,061,007800,6002
Point (991642.98011676222085953 185290.43753980845212936),991642.9801167622,185290.43753980842,91.0,40.67525,-73.97334740000001,360470159004001,36,047,015900,4001
Point (991724.13612242788076401 191283.21049518883228302),991724.136122428,191283.21049518886,102.0,40.6917,-73.97304820000001,360470183003001,36,047,018300,3001
Point (991998.74662963300943375 191271.10093935579061508),991998.7466296328,191271.1009393558,136.0,40.69167,-73.9720579,360470183003000,36,047,018300,3000
Point (992276.63485338538885117 191257.05093464255332947),992276.6348533855,191257.05093464255,137.0,40.691629999999996,-73.9710559,360470183001001,36,047,018300,1001
Point (992358.52166467905044556 230749.33251422643661499),992358.521664679,230749.33251422644,295.0,40.80003,-73.9707128,360610191002000,36,061,019100,2000
Point (992523.22786413878202438 228700.33694031089544296),992523.2278641388,228700.3369403109,212.0,40.7944,-73.9701205,360610183006001,36,061,018300,6001
Point (992559.30325130373239517 191243.10083130747079849),992559.3032513036,191243.10083130747,103.0,40.691590000000005,-73.97003659999999,360470183001000,36,047,018300,1000
Point (992655.00253497064113617 228938.84696197509765625),992655.0025349706,228938.84696197513,213.0,40.79506,-73.9696443,360610183006000,36,061,018300,6000
Point (992756.60174122150056064 230528.35769371391506866),992756.6017412216,230528.35769371392,503.0,40.79942,-73.9692753,360610191004000,36,061,019100,4000
Point (992781.57872539013624191 229167.20264043658971786),992781.57872539,229167.2026404366,286.0,40.79568,-73.9691868,360610187006001,36,061,018700,6001
Point (992843.11239497363567352 186012.22759885340929031),992843.1123949736,186012.2275988534,124.0,40.67723,-73.9690199,360470163003001,36,047,016300,3001
Point (992844.47000380605459213 191232.80557630956172943),992844.4700038059,191232.80557630962,138.0,40.691559999999996,-73.9690083,360470195004000,36,047,019500,4000
Point (992911.51284872740507126 229400.87999460846185684),992911.5128487273,229400.87999460852,287.0,40.79632,-73.9687173,360610187006000,36,061,018700,6000
Point (992931.12550634890794754 186332.48302789032459259),992931.1255063488,186332.48302789035,125.0,40.67811,-73.9687022,360470163003000,36,047,016300,3000
Point (993018.76591505855321884 186652.11837942898273468),993018.7659150586,186652.11837942895,127.0,40.67899,-73.96838580000001,360470163002002,36,047,016300,2002
Point (993041.43089597299695015 229636.04947176948189735),993041.430895973,229636.04947176948,497.0,40.79697,-73.9682477,360610187005001,36,061,018700,5001
Point (993100.24377047270536423 186952.04740555584430695),993100.2437704728,186952.04740555587,95.0,40.679809999999996,-73.9680916,360470163002001,36,047,016300,2001
Point (993120.38349397480487823 191247.51847339421510696),993120.3834939748,191247.51847339424,104.0,40.6916,-73.9680133,360470195003000,36,047,019500,3000
Point (993162.57386235147714615 229853.61219280958175659),993162.5738623516,229853.6121928096,288.0,40.79757,-73.9678099,360610187005000,36,061,018700,5000
Point (993176.18899259716272354 187231.94513972848653793),993176.1889925972,187231.94513972852,96.0,40.68058,-73.96781740000002,360470163002000,36,047,016300,2000
Point (993248.64996971690561622 187536.98007209101342596),993248.6499697169,187536.980072091,534.0,40.68142,-73.9675558,360470203002000,36,047,020300,2000
Point (993291.98420063965022564 230086.09446242451667786),993291.9842006399,230086.0944624245,496.0,40.7982,-73.9673422,360610191006001,36,061,019100,6001
Point (993387.48614218086004257 191286.03217589855194092),993387.4861421807,191286.03217589852,105.0,40.69171,-73.9670501,360470195002000,36,047,019500,2000
Point (993416.48099888861179352 230312.86324280500411987),993416.4809988886,230312.863242805,218.0,40.79883,-73.9668922,360610191006000,36,061,019100,6000
Point (993465.95137238502502441 185153.63023468852043152),993465.951372385,185153.63023468846,126.0,40.67488,-73.96677559999999,360470207002000,36,047,020700,2000
Point (993528.81689626723527908 170258.92970918864011765),993528.8168962672,170258.92970918864,113.0,40.633990000000004,-73.96656949999999,360470526002002,36,047,052600,2002
Point (993542.9868154302239418 230541.72121684998273849),993542.9868154301,230541.72121685,219.0,40.79945,-73.966435,360610191005001,36,061,019100,5001
Point (993554.63032888621091843 185471.78100914508104324),993554.6303288862,185471.78100914508,92.0,40.67575,-73.96645550000001,360470207003000,36,047,020700,3000
Point (993614.91678968071937561 187261.94491568952798843),993614.9167896808,187261.94491568953,130.0,40.680659999999996,-73.96623559999999,360470203002000,36,047,020300,2000
Point (993641.2125048041343689 192323.40083605796098709),993641.212504804,192323.40083605802,106.0,40.69455,-73.9661337,360470191002008,36,047,019100,2008
Point (993642.99760621786117554 185792.0936887264251709),993642.997606218,185792.09368872645,93.0,40.676629999999996,-73.96613640000001,360470205003002,36,047,020500,3002
Point (993655.26431397348642349 191327.54291964322328568),993655.2643139736,191327.5429196432,139.0,40.69182,-73.9660844,360470195001000,36,047,019500,1000
Point (993674.5764472633600235 230779.4623752236366272),993674.5764472635,230779.46237522364,220.0,40.80011,-73.9659594,360610191005000,36,061,019100,5000
Point (993731.21084842830896378 186112.6114203929901123),993731.2108484284,186112.61142039302,128.0,40.67751,-73.965818,360470205002002,36,047,020500,2002
Point (993817.49520669877529144 231036.29535893350839615),993817.4952066988,231036.2953589335,488.0,40.80081,-73.96544279999999,360610195005000,36,061,019500,5000
Point (993818.93869134783744812 186432.9142574742436409),993818.9386913478,186432.91425747424,129.0,40.67839,-73.9655012,360470205001002,36,047,020500,1002
Point (993820.55023667961359024 170437.5450015664100647),993820.5502366795,170437.5450015664,84.0,40.634479999999996,-73.9655182,360470526003001,36,047,052600,3001
Point (993833.48918718099594116 198224.70366597920656204),993833.4891871809,198224.7036659792,140.0,40.71075,-73.9654319,360470549002016,36,047,054900,2016
Point (993900.87766788899898529 186732.94974663853645325),993900.8776678891,186732.9497466385,94.0,40.67921,-73.9652054,360470203002002,36,047,020300,2002
Point (993918.96658934012521058 198468.171026811003685),993918.96658934,198468.171026811,483.0,40.711420000000004,-73.96512320000001,360470549002018,36,047,054900,2018
Point (993943.20501105487346649 231263.19795630872249603),993943.2050110549,231263.19795630872,221.0,40.801429999999996,-73.96498840000001,360610195004000,36,061,019500,4000
Point (993977.15704289078712463 187012.60305872559547424),993977.1570428908,187012.6030587256,98.0,40.67998,-73.96493000000001,360470203002001,36,047,020300,2001
Point (994033.01437867432832718 198707.34230043739080429),994033.0143786743,198707.3423004374,141.0,40.71208,-73.96471149999999,360470549002002,36,047,054900,2002
Point (994057.74546439200639725 187281.69225151836872101),994057.745464392,187281.6922515184,452.0,40.68072,-73.964639,360470203002000,36,047,020300,2000
Point (994061.28613971918821335 170589.58357543498277664),994061.2861397192,170589.58357543498,85.0,40.6349,-73.9646506,360470520003000,36,047,052000,3000
Point (994069.65160855650901794 231493.05313964188098907),994069.6516085564,231493.0531396419,296.0,40.80206,-73.9645314,360610195003001,36,061,019500,3001
Point (994155.79284046590328217 198962.65855489671230316),994155.7928404658,198962.6585548967,142.0,40.71278,-73.9642683,360470551001008,36,047,055100,1008
Point (994193.87380105257034302 231717.24740909785032272),994193.8738010527,231717.24740909785,297.0,40.80268,-73.9640824,360610195003000,36,061,019500,3000
Point (994275.14644034206867218 199211.55077365040779114),994275.1464403421,199211.55077365047,107.0,40.71346,-73.9638374,360470551001007,36,047,055100,1007
Point (994301.85816513746976852 170741.678087517619133),994301.8581651377,170741.67808751765,114.0,40.63532,-73.96378359999999,360470520002003,36,047,052000,2003
Point (994315.11688752472400665 231936.62694628039025702),994315.1168875248,231936.6269462804,512.0,40.80328,-73.9636441,360610199006000,36,061,019900,6000
Point (994395.55646855384111404 199462.21628281474113464),994395.5564685537,199462.21628281477,108.0,40.71415,-73.9634026,360470551001006,36,047,055100,1006
Point (994407.60139197111129761 164494.03261038661003113),994407.6013919712,164494.0326103866,111.0,40.61817,-73.9634121,360470768002001,36,047,076800,2001
Point (994490.63403430581092834 170860.90225852280855179),994490.6340343058,170860.90225852278,86.0,40.63564,-73.9631033,360470520002005,36,047,052000,2005
Point (994509.56690326333045959 199695.63937239348888397),994509.5669032631,199695.63937239352,143.0,40.71479,-73.962991,360470551001000,36,047,055100,1000
Point (994611.06702835112810135 170936.55663476884365082),994611.0670283512,170936.55663476884,115.0,40.63585,-73.9626693,360470520002006,36,047,052000,2006
Point (994636.0709153488278389 199900.5159311443567276),994636.0709153491,199900.51593114441,109.0,40.71535,-73.96253440000001,360470555001021,36,047,055500,1021
Point (994755.9953802227973938 200050.42212739586830139),994755.9953802228,200050.42212739587,275.0,40.715759999999996,-73.9621015,360470555001022,36,047,055500,1022
Point (994787.60555322468280792 171048.47242143750190735),994787.6055532248,171048.4724214375,116.0,40.63616,-73.96203299999999,360470518003001,36,047,051800,3001
Point (994809.86436697095632553 221752.20319880545139313),994809.8643669707,221752.20319880548,458.0,40.77533,-73.96187309999999,360610142003000,36,061,014200,3000
Point (994875.90491729974746704 200197.00483947992324829),994875.9049172995,200197.00483947992,199.0,40.716159999999995,-73.9616688,360470555001018,36,047,055500,1018
Point (994911.65205709636211395 222950.56710785627365112),994911.6520570964,222950.5671078563,214.0,40.778620000000004,-73.9615037,360610142006001,36,061,014200,6001
Point (995031.09817646443843842 200387.18014810234308243),995031.0981764643,200387.18014810234,276.0,40.71669,-73.96110859999999,360470555001019,36,047,055500,1019
Point (995070.20767830312252045 185916.59311164915561676),995070.2076783031,185916.5931116492,97.0,40.676970000000004,-73.96099090000001,360470305002002,36,047,030500,2002
Point (995083.80509205907583237 188445.65350627154111862),995083.8050920592,188445.65350627157,131.0,40.68391,-73.9609378,360470231003000,36,047,023100,3000
Point (995200.99613063782453537 200595.69022976607084274),995200.9961306378,200595.6902297661,277.0,40.717259999999996,-73.9604954,360470555001007,36,047,055500,1007
Point (995213.73166947066783905 222480.78950410336256027),995213.7316694707,222480.78950410336,421.0,40.77733,-73.9604137,360610142002000,36,061,014200,2000
Point (995287.10914738476276398 221487.63056523352861404),995287.1091473849,221487.63056523356,420.0,40.7746,-73.9601504,360610140004000,36,061,014000,4000
Point (995365.23792813718318939 200797.5910726860165596),995365.2379281372,200797.59107268602,200.0,40.71781,-73.95990259999999,360470555001006,36,047,055500,1006
Point (995529.85226425528526306 200999.56425797939300537),995529.8522642552,200999.56425797942,201.0,40.71837,-73.9593084,360470555001005,36,047,055500,1005
Point (995694.67001204937696457 201201.48642630875110626),995694.6700120494,201201.48642630875,278.0,40.718920000000004,-73.9587135,360470557001002,36,047,055700,1002
Point (995859.17247176170349121 201402.70321547240018845),995859.1724717616,201402.70321547237,279.0,40.71947,-73.9581197,360470557002013,36,047,055700,2013
Point (995886.72466403245925903 224561.53206176683306694),995886.7246640323,224561.53206176683,489.0,40.78304,-73.95798020000001,360610150024001,36,061,015002,4001
Point (995948.14735943078994751 224824.10027022659778595),995948.1473594308,224824.1002702266,289.0,40.78376,-73.9577579,360610150024001,36,061,015002,4001
Point (996010.72072509676218033 199058.90672197937965393),996010.7207250969,199058.90672197932,144.0,40.71304,-73.9575771,360470519003006,36,047,051900,3006
Point (996024.11964842677116394 201603.85947326570749283),996024.1196484269,201603.8594732657,280.0,40.72002,-73.9575243,360470557002010,36,047,055700,2010
Point (996048.76412013918161392 236337.2076573520898819),996048.7641201392,236337.20765735212,298.0,40.81536,-73.9573744,360610219001016,36,061,021900,1016
Point (996075.8162313848733902 225053.1119513064622879),996075.8162313849,225053.1119513065,215.0,40.78439,-73.9572965,360610160013002,36,061,016001,3002
Point (996152.24193155765533447 231536.09291577339172363),996152.2419315577,231536.09291577345,222.0,40.80218,-73.9570091,360610197021002,36,061,019702,1002
Point (996189.02925955504179001 201805.30099951475858688),996189.0292595548,201805.30099951482,202.0,40.72058,-73.956929,360470557002009,36,047,055700,2009
Point (996203.64783267676830292 225281.94417081028223038),996203.6478326769,225281.9441708103,216.0,40.78501,-73.9568345,360610160013001,36,061,016001,3001
Point (996278.97576601058244705 231765.20991160720586777),996278.9757660106,231765.20991160718,299.0,40.80281,-73.95655090000001,360610197021000,36,061,019702,1000
Point (996353.52515760064125061 202006.69478964060544968),996353.5251576006,202006.69478964058,203.0,40.72113,-73.9563353,360470557002008,36,047,055700,2008
Point (996405.5762345939874649 231994.26686818897724152),996405.5762345941,231994.26686818895,300.0,40.80344,-73.9560932,360610201022001,36,061,020102,2001
Point (996408.09706288576126099 198869.4910903126001358),996408.0970628858,198869.49109031263,145.0,40.71252,-73.9561441,360470519003005,36,047,051900,3005
Point (996507.45988909155130386 224815.24530106037855148),996507.4598890916,224815.24530106038,422.0,40.78373,-73.9557383,360610160012002,36,061,016001,2002
Point (996537.33269680291414261 232231.97472610324621201),996537.3326968028,232231.97472610325,301.0,40.80409,-73.9556168,360610201022000,36,061,020102,2000
Point (996673.99777780473232269 232478.40582773089408875),996673.9977778048,232478.4058277309,302.0,40.80477,-73.9551227,360610201021001,36,061,020102,1001
Point (996716.31281784921884537 160554.16762268543243408),996716.3128178492,160554.16762268546,57.0,40.60735,-73.95510329999999,360470552002003,36,047,055200,2003
Point (996761.32240630686283112 225272.46239843219518661),996761.3224063069,225272.4623984322,423.0,40.78499,-73.9548207,360610160012000,36,061,016001,2000
Point (996805.7101128026843071 232716.25968272984027863),996805.7101128028,232716.25968272984,223.0,40.80542,-73.9546465,360610201021000,36,061,020102,1000
Point (996932.61110571771860123 232945.2078796848654747),996932.6111057176,232945.20787968484,224.00000000000003,40.80605,-73.95418769999999,360610257003004,36,061,025700,3004
Point (996956.50475871562957764 199833.59349280595779419),996956.5047587156,199833.59349280602,226.0,40.71516,-73.9541641,360470519002005,36,047,051900,2005
Point (997015.32124213874340057 225729.73543401807546616),997015.3212421387,225729.73543401808,424.0,40.78624,-73.9539027,360610160011000,36,061,016001,1000
Point (997059.33165280520915985 233174.09702164679765701),997059.3316528052,233174.0970216468,225.0,40.80668,-73.95372950000001,360610257003000,36,061,025700,3000
Point (997320.8644302636384964 195696.04222068935632706),997320.8644302636,195696.04222068933,110.0,40.70381,-73.9528578,360470529001001,36,047,052900,1001
Point (997968.42383068054914474 204087.86894093453884125),997968.4238306804,204087.86894093454,204.0,40.72684,-73.9505051,360470573002003,36,047,057300,2003
Point (998275.61432521790266037 226872.6171705573797226),998275.614325218,226872.61717055735,425.0,40.78938,-73.94934920000001,360610166004001,36,061,016600,4001
Point (998585.59237980842590332 223663.75367359817028046),998585.5923798084,223663.75367359817,290.0,40.780570000000004,-73.94823659999999,360610154021000,36,061,015402,1000
Point (998942.47470409423112869 232281.09487064182758331),998942.4747040942,232281.09487064183,459.0,40.80422,-73.9469292,360610200001000,36,061,020000,1000
Point (999219.43576434627175331 221024.02757183089852333),999219.4357643464,221024.02757183087,502.0,40.77332,-73.9459538,360610136042000,36,061,013604,2000
Point (999248.51214975863695145 184870.85373331606388092),999248.5121497586,184870.8537333161,132.0,40.67409,-73.9459296,360470341001001,36,047,034100,1001
Point (999339.11400268226861954 244433.58270473033189774),999339.1140026824,244433.58270473036,284.0,40.837579999999996,-73.9454691,360610247004000,36,061,024700,4000
Point (999345.32593251019716263 221250.38087568432092667),999345.3259325102,221250.38087568435,217.0,40.77394,-73.9454988,360610144013000,36,061,014401,3000
Point (999401.64324113726615906 199831.76459227502346039),999401.6432411371,199831.76459227505,227.0,40.71516,-73.9453438,360470497003002,36,047,049700,3002
Point (999478.5092291384935379 221489.88105285167694092),999478.5092291385,221489.88105285168,291.0,40.7746,-73.94501740000001,360610144011000,36,061,014401,1000
Point (999580.5861247181892395 227041.67076125927269459),999580.5861247181,227041.6707612593,511.0,40.789840000000005,-73.9446362,360610170002001,36,061,017000,2001
Point (999615.27076663821935654 221736.9443710595369339),999615.2707666381,221736.94437105954,292.0,40.77528,-73.9445231,360610144024000,36,061,014402,4000
Point (999619.21006321907043457 199990.64731256663799286),999619.2100632192,199990.64731256664,228.0,40.71559,-73.9445586,360470497003002,36,047,049700,3002
Point (999628.40476267784833908 189408.58005809783935547),999628.4047626778,189408.58005809784,101.0,40.68655,-73.9445497,360470265003000,36,047,026500,3000
Point (999669.20701047033071518 189141.54138614237308502),999669.2070104704,189141.54138614237,134.0,40.68581,-73.9444032,360470265004001,36,047,026500,4001
Point (999691.16858071833848953 203187.08170051872730255),999691.1685807185,203187.08170051876,205.0,40.72436,-73.94429170000001,360470591004001,36,047,059100,4001
Point (999709.87293963879346848 188874.52912489324808121),999709.8729396388,188874.52912489325,133.0,40.68508,-73.94425720000001,360470267001000,36,047,026700,1000
Point (999746.3152880072593689 221974.18831914663314819),999746.3152880071,221974.18831914663,293.0,40.775929999999995,-73.94404940000001,360610144025000,36,061,014402,5000
Point (999750.48145422339439392 188607.534908227622509),999750.4814542236,188607.53490822762,99.0,40.68435,-73.94411140000001,360470267002000,36,047,026700,2000
Point (999791.54305188858415931 188337.96294081211090088),999791.5430518886,188337.9629408121,521.0,40.683609999999994,-73.94396390000001,360470267003001,36,047,026700,3001
Point (999831.82791225612163544 188073.66770168393850327),999831.8279122559,188073.66770168394,100.0,40.68288,-73.9438193,360470267004001,36,047,026700,4001
Point (999860.11214047169778496 222183.84188058972358704),999860.1121404719,222183.8418805897,523.0,40.776509999999995,-73.943638,360610144026000,36,061,014402,6000
Point (999990.86433959007263184 228959.78359989076852798),999990.86433959,228959.78359989077,294.0,40.7951,-73.9431501,360610172001000,36,061,017200,1000
Point (1000068.96843207627534866 243437.58740341290831566),1000068.9684320764,243437.58740341288,491.0,40.83484,-73.9428339,360610245006001,36,061,024500,6001
Point (1000207.07306072115898132 203251.75660397857427597),1000207.0730607213,203251.75660397855,338.0,40.724540000000005,-73.9424303,360470591004000,36,047,059100,4000
Point (1000396.34597613662481308 202809.61362343281507492),1000396.3459761365,202809.61362343282,339.0,40.72333,-73.9417485,360470591002000,36,047,059100,2000
Point (1000522.85654988139867783 228665.29107864201068878),1000522.8565498814,228665.29107864198,348.0,40.794290000000004,-73.94122940000001,360610180002001,36,061,018000,2001
Point (1000648.48129864037036896 243116.41473539173603058),1000648.4812986405,243116.41473539177,357.0,40.83396,-73.94074040000001,360610245006000,36,061,024500,6000
Point (1000659.54574501514434814 202842.65177913755178452),1000659.5457450151,202842.65177913755,327.0,40.723420000000004,-73.9407989,360470591001000,36,047,059100,1000
Point (1000919.52898488938808441 202875.43714664131402969),1000919.5289848894,202875.43714664128,340.0,40.72351,-73.9398608,360470593002001,36,047,059300,2001
Point (1000920.23469213396310806 242964.34975080937147141),1000920.2346921341,242964.34975080934,358.0,40.83354,-73.93975879999999,360610243012004,36,061,024301,2004
Point (1001057.10023205482866615 244375.70825792351388372),1001057.1002320548,244375.7082579235,518.0,40.83741,-73.9392606,360610243013000,36,061,024301,3000
Point (1001115.02908601611852646 202898.33703522384166718),1001115.0290860159,202898.33703522378,341.0,40.72357,-73.9391555,360470593001005,36,047,059300,1005
Point (1001219.60417213290929794 192243.67806243896484375),1001219.604172133,192243.67806243894,309.0,40.694320000000005,-73.9388051,360470283003000,36,047,028300,3000
Point (1001385.81926785409450531 244194.57891764491796494),1001385.8192678541,244194.5789176449,494.0,40.83692,-73.9380731,360610243011000,36,061,024301,1000
Point (1001671.39772393554449081 199873.28042130917310715),1001671.3977239357,199873.28042130923,310.0,40.71526,-73.9371561,360470449011005,36,047,044901,1005
Point (1002183.75693542510271072 237120.72249452024698257),1002183.7569354251,237120.7224945203,336.0,40.8175,-73.93520840000001,360610214001001,36,061,021400,1001
