wkt_geom	MEAN_X	MEAN_Y	object_id	lat	lon
Point (992559.30325130373239517 191243.10083130747079849)	992559.3032513037	191243.10083130747	103	40.69159	-73.9700366
Point (992655.00253497064113617 228938.84696197509765625)	992655.0025349706	228938.8469619751	213	40.79506	-73.9696443
Point (992756.60174122150056064 230528.35769371391506866)	992756.6017412216	230528.35769371392	503	40.79942	-73.9692753
Point (992781.57872539013624191 229167.20264043658971786)	992781.5787253901	229167.2026404366	286	40.79568	-73.9691868
Point (992843.11239497363567352 186012.22759885340929031)	992843.1123949736	186012.2275988534	124	40.67723	-73.9690199
Point (992844.47000380605459213 191232.80557630956172943)	992844.470003806	191232.80557630956	138	40.69156	-73.9690083
Point (992911.51284872740507126 229400.87999460846185684)	992911.5128487274	229400.87999460846	287	40.79632	-73.9687173
Point (992931.12550634890794754 186332.48302789032459259)	992931.1255063489	186332.48302789035	125	40.67811	-73.9687022
Point (993018.76591505855321884 186652.11837942898273468)	993018.7659150586	186652.11837942898	127	40.67899	-73.9683858
Point (993041.43089597299695015 229636.04947176948189735)	993041.430895973	229636.04947176948	497	40.79697	-73.9682477
Point (993100.24377047270536423 186952.04740555584430695)	993100.2437704727	186952.04740555584	95	40.67981	-73.9680916
Point (993120.38349397480487823 191247.51847339421510696)	993120.3834939748	191247.51847339422	104	40.6916	-73.9680133
Point (993162.57386235147714615 229853.61219280958175659)	993162.5738623516	229853.61219280958	288	40.79757	-73.9678099
Point (993176.18899259716272354 187231.94513972848653793)	993176.1889925972	187231.9451397285	96	40.68058	-73.9678174
Point (993248.64996971690561622 187536.98007209101342596)	993248.6499697169	187536.980072091	534	40.68142	-73.9675558
Point (993291.98420063965022564 230086.09446242451667786)	993291.9842006398	230086.09446242452	496	40.7982	-73.9673422
Point (993387.48614218086004257 191286.03217589855194092)	993387.4861421809	191286.03217589855	105	40.69171	-73.9670501
Point (993416.48099888861179352 230312.86324280500411987)	993416.4809988886	230312.863242805	218	40.79883	-73.9668922
Point (993465.95137238502502441 185153.63023468852043152)	993465.951372385	185153.63023468852	126	40.67488	-73.9667756
Point (993528.81689626723527908 170258.92970918864011765)	993528.8168962672	170258.92970918864	113	40.63399	-73.9665695
Point (993542.9868154302239418 230541.72121684998273849)	993542.9868154302	230541.72121684998	219	40.79945	-73.966435
Point (993554.63032888621091843 185471.78100914508104324)	993554.6303288862	185471.78100914508	92	40.67575	-73.9664555
Point (993614.91678968071937561 187261.94491568952798843)	993614.9167896807	187261.94491568953	130	40.68066	-73.9662356
Point (993641.2125048041343689 192323.40083605796098709)	993641.2125048041	192323.40083605796	106	40.69455	-73.9661337
Point (993642.99760621786117554 185792.0936887264251709)	993642.9976062179	185792.09368872643	93	40.67663	-73.9661364
Point (993655.26431397348642349 191327.54291964322328568)	993655.2643139735	191327.54291964322	139	40.69182	-73.9660844
Point (993674.5764472633600235 230779.4623752236366272)	993674.5764472634	230779.46237522364	220	40.80011	-73.9659594
Point (993731.21084842830896378 186112.6114203929901123)	993731.2108484283	186112.611420393	128	40.67751	-73.965818
Point (993817.49520669877529144 231036.29535893350839615)	993817.4952066988	231036.2953589335	488	40.80081	-73.9654428
Point (993818.93869134783744812 186432.9142574742436409)	993818.9386913478	186432.91425747424	129	40.67839	-73.9655012
Point (993820.55023667961359024 170437.5450015664100647)	993820.5502366796	170437.5450015664	84	40.63448	-73.9655182
Point (993833.48918718099594116 198224.70366597920656204)	993833.489187181	198224.7036659792	140	40.71075	-73.9654319
Point (993900.87766788899898529 186732.94974663853645325)	993900.877667889	186732.9497466385	94	40.67921	-73.9652054
Point (993918.96658934012521058 198468.171026811003685)	993918.9665893401	198468.171026811	483	40.71142	-73.9651232
Point (993943.20501105487346649 231263.19795630872249603)	993943.2050110549	231263.19795630872	221	40.80143	-73.9649884
Point (993977.15704289078712463 187012.60305872559547424)	993977.1570428908	187012.6030587256	98	40.67998	-73.96493
Point (994033.01437867432832718 198707.34230043739080429)	994033.0143786744	198707.3423004374	141	40.71208	-73.9647115
Point (994057.74546439200639725 187281.69225151836872101)	994057.745464392	187281.69225151837	452	40.68072	-73.964639
Point (994061.28613971918821335 170589.58357543498277664)	994061.2861397192	170589.58357543498	85	40.6349	-73.9646506
Point (994069.65160855650901794 231493.05313964188098907)	994069.6516085565	231493.05313964188	296	40.80206	-73.9645314
Point (994155.79284046590328217 198962.65855489671230316)	994155.7928404658	198962.6585548967	142	40.71278	-73.9642683
Point (994193.87380105257034302 231717.24740909785032272)	994193.8738010526	231717.24740909782	297	40.80268	-73.9640824
Point (994275.14644034206867218 199211.55077365040779114)	994275.1464403421	199211.55077365044	107	40.71346	-73.9638374
Point (994301.85816513746976852 170741.678087517619133)	994301.8581651375	170741.67808751765	114	40.63532	-73.9637836
Point (994315.11688752472400665 231936.62694628039025702)	994315.1168875247	231936.6269462804	512	40.80328	-73.9636441
Point (994395.55646855384111404 199462.21628281474113464)	994395.5564685538	199462.21628281474	108	40.71415	-73.9634026
Point (994407.60139197111129761 164494.03261038661003113)	994407.6013919711	164494.0326103866	111	40.61817	-73.9634121
Point (994490.63403430581092834 170860.90225852280855179)	994490.6340343058	170860.9022585228	86	40.63564	-73.9631033
Point (994509.56690326333045959 199695.63937239348888397)	994509.5669032633	199695.6393723935	143	40.71479	-73.962991
Point (994611.06702835112810135 170936.55663476884365082)	994611.0670283511	170936.55663476884	115	40.63585	-73.9626693
Point (994636.0709153488278389 199900.5159311443567276)	994636.070915349	199900.51593114436	109	40.71535	-73.9625344
Point (994755.9953802227973938 200050.42212739586830139)	994755.9953802228	200050.42212739587	275	40.71576	-73.9621015
Point (994787.60555322468280792 171048.47242143750190735)	994787.6055532248	171048.4724214375	116	40.63616	-73.962033
Point (994809.86436697095632553 221752.20319880545139313)	994809.8643669708	221752.20319880545	458	40.77533	-73.9618731
Point (994875.90491729974746704 200197.00483947992324829)	994875.9049172997	200197.00483947992	199	40.71616	-73.9616688
Point (994911.65205709636211395 222950.56710785627365112)	994911.6520570964	222950.56710785627	214	40.77862	-73.9615037
Point (995031.09817646443843842 200387.18014810234308243)	995031.0981764644	200387.18014810234	276	40.71669	-73.9611086
Point (995070.20767830312252045 185916.59311164915561676)	995070.2076783031	185916.59311164916	97	40.67697	-73.9609909
Point (995083.80509205907583237 188445.65350627154111862)	995083.8050920591	188445.65350627154	131	40.68391	-73.9609378
Point (995200.99613063782453537 200595.69022976607084274)	995200.9961306378	200595.69022976607	277	40.71726	-73.9604954
Point (995213.73166947066783905 222480.78950410336256027)	995213.7316694706	222480.78950410336	421	40.77733	-73.9604137
Point (995287.10914738476276398 221487.63056523352861404)	995287.1091473848	221487.63056523353	420	40.7746	-73.9601504
Point (995365.23792813718318939 200797.5910726860165596)	995365.2379281372	200797.59107268602	200	40.71781	-73.9599026
Point (995529.85226425528526306 200999.56425797939300537)	995529.8522642553	200999.5642579794	201	40.71837	-73.9593084
Point (995694.67001204937696457 201201.48642630875110626)	995694.6700120494	201201.48642630875	278	40.71892	-73.9587135
Point (995859.17247176170349121 201402.70321547240018845)	995859.1724717617	201402.7032154724	279	40.71947	-73.9581197
Point (995886.72466403245925903 224561.53206176683306694)	995886.7246640325	224561.53206176683	489	40.78304	-73.9579802
Point (995948.14735943078994751 224824.10027022659778595)	995948.1473594308	224824.1002702266	289	40.78376	-73.9577579
Point (996010.72072509676218033 199058.90672197937965393)	996010.7207250968	199058.90672197938	144	40.71304	-73.9575771
Point (996024.11964842677116394 201603.85947326570749283)	996024.1196484268	201603.8594732657	280	40.72002	-73.9575243
Point (996048.76412013918161392 236337.2076573520898819)	996048.7641201392	236337.2076573521	298	40.81536	-73.9573744
Point (996075.8162313848733902 225053.1119513064622879)	996075.8162313849	225053.11195130646	215	40.78439	-73.9572965
Point (996152.24193155765533447 231536.09291577339172363)	996152.2419315577	231536.09291577342	222	40.80218	-73.9570091
Point (996189.02925955504179001 201805.30099951475858688)	996189.0292595549	201805.30099951476	202	40.72058	-73.956929
Point (996203.64783267676830292 225281.94417081028223038)	996203.6478326768	225281.94417081028	216	40.78501	-73.9568345
Point (996278.97576601058244705 231765.20991160720586777)	996278.9757660106	231765.2099116072	299	40.80281	-73.9565509
Point (996353.52515760064125061 202006.69478964060544968)	996353.5251576006	202006.6947896406	203	40.72113	-73.9563353
Point (996405.5762345939874649 231994.26686818897724152)	996405.576234594	231994.26686818898	300	40.80344	-73.9560932
Point (996408.09706288576126099 198869.4910903126001358)	996408.0970628858	198869.4910903126	145	40.71252	-73.9561441
Point (996507.45988909155130386 224815.24530106037855148)	996507.4598890916	224815.24530106038	422	40.78373	-73.9557383
Point (996537.33269680291414261 232231.97472610324621201)	996537.3326968029	232231.97472610325	301	40.80409	-73.9556168
Point (996673.99777780473232269 232478.40582773089408875)	996673.9977778047	232478.4058277309	302	40.80477	-73.9551227
Point (996716.31281784921884537 160554.16762268543243408)	996716.3128178492	160554.16762268543	57	40.60735	-73.9551033
Point (996761.32240630686283112 225272.46239843219518661)	996761.3224063069	225272.4623984322	423	40.78499	-73.9548207
Point (996805.7101128026843071 232716.25968272984027863)	996805.7101128027	232716.25968272984	223	40.80542	-73.9546465
Point (996932.61110571771860123 232945.2078796848654747)	996932.6111057177	232945.20787968484	224.00000000000003	40.80605	-73.9541877
Point (996956.50475871562957764 199833.59349280595779419)	996956.5047587156	199833.59349280596	226	40.71516	-73.9541641
Point (997015.32124213874340057 225729.73543401807546616)	997015.3212421387	225729.73543401808	424	40.78624	-73.9539027
Point (997059.33165280520915985 233174.09702164679765701)	997059.3316528052	233174.0970216468	225	40.80668	-73.9537295
Point (997320.8644302636384964 195696.04222068935632706)	997320.8644302636	195696.04222068936	110	40.70381	-73.9528578
Point (997968.42383068054914474 204087.86894093453884125)	997968.4238306805	204087.86894093454	204	40.72684	-73.9505051
Point (998275.61432521790266037 226872.6171705573797226)	998275.6143252179	226872.61717055738	425	40.78938	-73.9493492
Point (998585.59237980842590332 223663.75367359817028046)	998585.5923798084	223663.75367359817	290	40.78057	-73.9482366
Point (998942.47470409423112869 232281.09487064182758331)	998942.4747040942	232281.09487064183	459	40.80422	-73.9469292
Point (999219.43576434627175331 221024.02757183089852333)	999219.4357643463	221024.02757183087	502	40.77332	-73.9459538
Point (999248.51214975863695145 184870.85373331606388092)	999248.5121497586	184870.85373331606	132	40.67409	-73.9459296
Point (999339.11400268226861954 244433.58270473033189774)	999339.1140026823	244433.58270473033	284	40.83758	-73.9454691
Point (999345.32593251019716263 221250.38087568432092667)	999345.3259325102	221250.38087568432	217	40.77394	-73.9454988
Point (999401.64324113726615906 199831.76459227502346039)	999401.6432411373	199831.76459227502	227	40.71516	-73.9453438
Point (999478.5092291384935379 221489.88105285167694092)	999478.5092291385	221489.88105285168	291	40.7746	-73.9450174
Point (999580.5861247181892395 227041.67076125927269459)	999580.5861247182	227041.67076125927	511	40.78984	-73.9446362
Point (999615.27076663821935654 221736.9443710595369339)	999615.2707666382	221736.94437105954	292	40.77528	-73.9445231
Point (999619.21006321907043457 199990.64731256663799286)	999619.2100632192	199990.64731256664	228	40.71559	-73.9445586
Point (999628.40476267784833908 189408.58005809783935547)	999628.4047626778	189408.58005809784	101	40.68655	-73.9445497
Point (999669.20701047033071518 189141.54138614237308502)	999669.2070104704	189141.54138614237	134	40.68581	-73.9444032
Point (999691.16858071833848953 203187.08170051872730255)	999691.1685807183	203187.08170051873	205	40.72436	-73.9442917
Point (999709.87293963879346848 188874.52912489324808121)	999709.8729396388	188874.52912489325	133	40.68508	-73.9442572
Point (999746.3152880072593689 221974.18831914663314819)	999746.3152880073	221974.18831914663	293	40.77593	-73.9440494
Point (999750.48145422339439392 188607.534908227622509)	999750.4814542235	188607.53490822762	99	40.68435	-73.9441114
Point (999791.54305188858415931 188337.96294081211090088)	999791.5430518886	188337.9629408121	521	40.68361	-73.9439639
Point (999831.82791225612163544 188073.66770168393850327)	999831.8279122561	188073.66770168394	100	40.68288	-73.9438193
Point (999860.11214047169778496 222183.84188058972358704)	999860.1121404718	222183.84188058972	523	40.77651	-73.943638
Point (999990.86433959007263184 228959.78359989076852798)	999990.8643395901	228959.78359989077	294	40.7951	-73.9431501
Point (1000068.96843207627534866 243437.58740341290831566)	1000068.9684320763	243437.5874034129	491	40.83484	-73.9428339
Point (1000207.07306072115898132 203251.75660397857427597)	1000207.0730607212	203251.75660397857	338	40.72454	-73.9424303
Point (1000396.34597613662481308 202809.61362343281507492)	1000396.3459761366	202809.61362343282	339	40.72333	-73.9417485
Point (1000522.85654988139867783 228665.29107864201068878)	1000522.8565498814	228665.291078642	348	40.79429	-73.9412294
Point (1000648.48129864037036896 243116.41473539173603058)	1000648.4812986404	243116.41473539177	357	40.83396	-73.9407404
Point (1000659.54574501514434814 202842.65177913755178452)	1000659.5457450151	202842.65177913752	327	40.72342	-73.9407989
Point (1000919.52898488938808441 202875.43714664131402969)	1000919.5289848894	202875.4371466413	340	40.72351	-73.9398608
Point (1000920.23469213396310806 242964.34975080937147141)	1000920.234692134	242964.34975080937	358	40.83354	-73.9397588
Point (1001057.10023205482866615 244375.70825792351388372)	1001057.1002320548	244375.70825792348	518	40.83741	-73.9392606
Point (1001115.02908601611852646 202898.33703522384166718)	1001115.0290860161	202898.3370352238	341	40.72357	-73.9391555
Point (1001219.60417213290929794 192243.67806243896484375)	1001219.604172133	192243.67806243896	309	40.69432	-73.9388051
Point (1001385.81926785409450531 244194.57891764491796494)	1001385.8192678541	244194.57891764492	494	40.83692	-73.9380731
Point (1001671.39772393554449081 199873.28042130917310715)	1001671.3977239357	199873.28042130917	310	40.71526	-73.9371561
Point (1002183.75693542510271072 237120.72249452024698257)	1002183.7569354252	237120.72249452028	336	40.8175	-73.9352084
Point (1002224.29819293320178986 206926.19594143331050873)	1002224.2981929332	206926.1959414333	342	40.73462	-73.9351428
Point (1002961.80869296938180923 196328.43449264019727707)	1002961.8086929694	196328.4344926402	311	40.70553	-73.9325111
Point (1003420.63602335005998611 229500.2191988080739975)	1003420.6360233501	229500.21919880807	349	40.79658	-73.9307616
Point (1003765.42470384389162064 237433.65149464458227158)	1003765.4247038439	237433.65149464458	463	40.81835	-73.9294932
Point (1004181.12925300747156143 189144.09420255571603775)	1004181.1292530075	189144.09420255572	285	40.68581	-73.9281346
Point (1004257.24114147573709488 254747.61374984681606293)	1004257.2411414756	254747.61374984682	350	40.86587	-73.9276647
Point (1004389.94838918000459671 233363.56317814439535141)	1004389.94838918	233363.5631781444	354	40.80718	-73.9272491
Point (1004810.11306722462177277 236809.08876738697290421)	1004810.1130672246	236809.08876738697	337	40.81664	-73.9257208
Point (1005078.51902647316455841 254742.49417347460985184)	1005078.5190264732	254742.4941734746	351	40.86586	-73.9246954
Point (1005085.67367095348890871 223010.97581249277573079)	1005085.6736709535	223010.97581249278	484	40.77876	-73.9247681
Point (1005295.28827797621488571 211538.40489285439252853)	1005295.2882779762	211538.4048928544	328	40.74727	-73.9240472
Point (1005393.31990605592727661 198010.36059072613716125)	1005393.3199060559	198010.36059072614	312	40.71014	-73.923736
Point (1005540.52400796860456467 218150.37132768332958221)	1005540.5240079686	218150.37132768333	345	40.76542	-73.9231412
Point (1005552.61912813782691956 211499.77652522921562195)	1005552.6191281378	211499.77652522922	329	40.74717	-73.9231186
Point (1005809.91881038248538971 211460.76922135055065155)	1005809.9188103825	211460.76922135055	343	40.74706	-73.9221902
Point (1006000.87905839085578918 217411.93120351433753967)	1006000.8790583909	217411.93120351434	330	40.76339	-73.9214817
Point (1006058.48196155577898026 233046.62352330982685089)	1006058.4819615558	233046.62352330983	355	40.80631	-73.921223
Point (1006066.99490384012460709 211421.54521843045949936)	1006066.99490384	211421.54521843046	344	40.74695	-73.9212625
Point (1006222.16306463629007339 217275.19919351488351822)	1006222.1630646363	217275.19919351485	346	40.76302	-73.9206834
Point (1006300.2132694274187088 193687.99325122684240341)	1006300.2132694274	193687.99325122684	313	40.69828	-73.920479
Point (1006332.94630763679742813 188787.12149130553007126)	1006332.9463076368	188787.12149130553	305	40.68483	-73.920377
Point (1006794.78372057527303696 236220.03778014704585075)	1006794.7837205754	236220.03778014705	493	40.81502	-73.9185527
Point (1006823.50142888724803925 212346.1076737642288208)	1006823.5014288872	212346.10767376423	467	40.74949	-73.9185292
Point (1006906.82803388440515846 188191.98357397815561853)	1006906.8280338844	188191.98357397816	539	40.68319	-73.9183098
Point (1006915.86016805469989777 212335.33259689062833786)	1006915.8601680547	212335.33259689063	468	40.74946	-73.9181959
Point (1007043.8563031405210495 212314.21879397332668304)	1007043.8563031405	212314.21879397333	460	40.7494	-73.917734
Point (1007248.0479879304766655 212281.73550920560956001)	1007248.0479879305	212281.7355092056	485	40.74931	-73.9169971
Point (1007503.62351024523377419 212243.38970335200428963)	1007503.6235102452	212243.389703352	477	40.7492	-73.9160749
Point (1007764.00102426111698151 212204.21934206038713455)	1007764.0010242611	212204.2193420604	331	40.7491	-73.9151353
Point (1007981.97565393149852753 180957.74935481697320938)	1007981.9756539315	180957.74935481697	306	40.66333	-73.9144589
Point (1008021.04791830480098724 212165.1823466420173645)	1008021.0479183048	212165.18234664202	332	40.74899	-73.9142077
Point (1008229.08933293074369431 246042.98253710567951202)	1008229.0893329309	246042.98253710568	450	40.84197	-73.9133359
Point (1008237.18019600957632065 181008.04961510747671127)	1008237.1801960096	181008.04961510748	307	40.66347	-73.9135388
Point (1008291.15783302986528724 212124.15322922667837702)	1008291.1578330299	212124.15322922668	505	40.74887	-73.913233
Point (1008497.37012838572263718 181059.25030010193586349)	1008497.3701283857	181059.25030010196	308	40.66361	-73.9126008
Point (1008535.76309622079133987 212087.58374855667352676)	1008535.7630962207	212087.58374855667	333	40.74877	-73.9123503
Point (1008697.56067288666963577 212063.40892814099788666)	1008697.5606728867	212063.408928141	334	40.74871	-73.9117665
Point (1008937.22571192681789398 212024.93804051727056503)	1008937.2257119268	212024.93804051727	347	40.7486	-73.9109017
Point (1009360.59248330444097519 164968.04445764422416687)	1009360.5924833044	164968.04445764422	303	40.61944	-73.9095493
Point (1009381.77994092553853989 221687.71579498052597046)	1009381.7799409255	221687.71579498053	335	40.77512	-73.9092611
Point (1009528.48863700777292252 233974.54850473254919052)	1009528.4886370078	233974.54850473258	356	40.80885	-73.9086851
Point (1009579.63732080161571503 221504.17285497486591339)	1009579.6373208016	221504.17285497487	353	40.77462	-73.9085474
Point (1009741.13224059343338013 192207.12186914682388306)	1009741.1322405934	192207.12186914682	314	40.6942	-73.9080755
Point (1010732.49147834628820419 198669.39503380656242371)	1010732.4914783463	198669.39503380656	304	40.71194	-73.904475
Point (1011412.92652385926339775 195040.06305364271975122)	1011412.9265238593	195040.06305364272	508	40.70197	-73.9020353
Point (1011462.00560330599546432 181057.50161593407392502)	1011462.005603306	181057.50161593407	315	40.6636	-73.9019148
Point (1011485.763101726770401 258504.75781035423278809)	1011485.7631017268	258504.75781035423	369	40.87617	-73.9015151
Point (1011626.59582530707120895 258397.51885160058736801)	1011626.5958253071	258397.5188516006	362	40.87587	-73.9010063
Point (1011724.21242796629667282 252319.57874372601509094)	1011724.2124279663	252319.57874372602	368	40.85919	-73.9006783
Point (1012570.7175518125295639 239289.12857254015398212)	1012570.7175518125	239289.12857254015	531	40.82342	-73.8976731
Point (1012841.78488660848233849 213458.80957128605223261)	1012841.7848866085	213458.80957128605	536	40.75252	-73.8968037
Point (1012843.77963327860925347 213441.76006470122956671)	1012843.7796332786	213441.76006470123	538	40.75248	-73.8967966
Point (1012951.66617384552955627 242419.82672568410634995)	1012951.6661738455	242419.8267256841	359	40.83201	-73.8962833
Point (1013138.35297238826751709 213504.1626083105802536)	1013138.3529723883	213504.16260831058	390	40.75265	-73.8957331
Point (1013141.9897761344909668 213478.21777831017971039)	1013141.9897761345	213478.21777831018	400	40.75258	-73.8957201
Point (1013396.06407114118337631 213541.33609039336442947)	1013396.0640711412	213541.33609039336	397	40.75275	-73.8948028
Point (1013400.05028364062309265 213512.8748612254858017)	1013400.0502836406	213512.8748612255	441	40.75267	-73.8947885
Point (1013653.80978268384933472 213578.34241402149200439)	1013653.8097826838	213578.3424140215	438	40.75285	-73.8938724
Point (1013657.99629005789756775 213548.32606985419988632)	1013657.996290058	213548.3260698542	391	40.75277	-73.8938574
Point (1013910.99119088798761368 213614.01196210086345673)	1013910.991190888	213614.01196210086	408	40.75295	-73.892944
Point (1013915.02825630456209183 213585.01398859918117523)	1013915.0282563046	213585.01398859918	443	40.75287	-73.8929295
Point (1014167.59500838071107864 213649.82209388911724091)	1014167.5950083807	213649.82209388912	403	40.75304	-73.8920176
Point (1014171.73230326175689697 213620.22897722572088242)	1014171.7323032618	213620.22897722572	389	40.75296	-73.8920028
Point (1014258.69292329996824265 249556.18499230593442917)	1014258.6929233	249556.18499230593	365	40.8516	-73.8915283
Point (1014425.33071338385343552 213684.91536360234022141)	1014425.3307133839	213684.91536360234	392	40.75314	-73.8910872
Point (1014429.47276546806097031 213655.35374293476343155)	1014429.4727654681	213655.35374293476	434	40.75306	-73.8910724
Point (1014430.57561759650707245 249475.81933939456939697)	1014430.5756175965	249475.81933939457	360	40.85138	-73.8909074
Point (1014630.17872888594865799 184618.02320222556591034)	1014630.1787288861	184618.02320222557	316	40.67336	-73.8904792
Point (1014683.05493547022342682 213720.8408166840672493)	1014683.0549354702	213720.84081668407	433	40.75324	-73.8901569
Point (1014687.06394976377487183 213692.02361709624528885)	1014687.0639497638	213692.02361709625	429	40.75316	-73.8901425
Point (1014704.79242480546236038 249351.98920647799968719)	1014704.7924248055	249351.989206478	366	40.85104	-73.8899167
Point (1014940.40678296983242035 213756.2180425152182579)	1014940.4067829697	213756.21804251522	428	40.75333	-73.8892278
Point (1014944.25191964209079742 213728.6083536371588707)	1014944.2519196421	213728.60835363716	409	40.75326	-73.8892141
Point (1015009.66058146953582764 250476.04060009866952896)	1015009.6605814695	250476.04060009867	416	40.85412	-73.8888096
Point (1015166.1906161829829216 210166.86760968714952469)	1015166.1906161831	210166.86760968715	352	40.74348	-73.8884294
Point (1015198.27372130006551743 213790.74536847323179245)	1015198.2737213001	213790.74536847323	411	40.75343	-73.888297
Point (1015201.75468546897172928 213765.14994722604751587)	1015201.754685469	213765.14994722608	393	40.75336	-73.8882845
Point (1015259.8602123036980629 250857.70010580867528915)	1015259.8602123037	250857.70010580868	370	40.85517	-73.8879034
Point (1015411.51328826695680618 210217.56796760112047195)	1015411.513288267	210217.56796760112	363	40.74362	-73.8875439
Point (1015455.7141513004899025 213827.86160001158714294)	1015455.7141513005	213827.8616000116	431	40.75353	-73.8873676
Point (1015455.8883635550737381 251162.59450913965702057)	1015455.8883635551	251162.5945091397	371	40.856	-73.8871934
Point (1015459.52319879829883575 213800.17760027199983597)	1015459.5231987983	213800.177600272	445	40.75345	-73.887354
Point (1015629.30550359934568405 243141.52820222824811935)	1015629.3055035993	243141.52820222825	361	40.83399	-73.886604
Point (1015712.9150804728269577 213865.23357251286506653)	1015712.9150804728	213865.23357251287	430	40.75363	-73.8864391
Point (1015717.22773588448762894 213834.629795141518116)	1015717.2277358845	213834.62979514152	404	40.75355	-73.8864237
Point (1015970.58188797533512115 213899.78058347105979919)	1015970.5818879753	213899.78058347106	432	40.75372	-73.8855089
Point (1015974.69129576534032822 213870.30721722543239594)	1015974.6912957653	213870.3072172254	415	40.75364	-73.8854942
Point (1016228.96227672696113586 213936.51459793001413345)	1016228.962276727	213936.51459793	406	40.75382	-73.8845762
Point (1016232.23195522278547287 213906.50957264751195908)	1016232.2319552228	213906.5095726475	436	40.75374	-73.8845645
Point (1016486.40287076681852341 213974.03109113872051239)	1016486.4028707668	213974.03109113872	413	40.75393	-73.8836468
Point (1016489.97077701240777969 213941.8787604346871376)	1016489.9707770124	213941.8787604347	402	40.75384	-73.8836341
Point (1016743.14973259717226028 214008.94391501694917679)	1016743.1497325972	214008.94391501695	414	40.75402	-73.8827199
Point (1016747.53079339116811752 213977.49893197417259216)	1016747.5307933913	213977.49893197417	388	40.75393	-73.8827043
Point (1017000.99862634390592575 214045.15611293911933899)	1017000.9986263439	214045.15611293912	444	40.75412	-73.8817891
Point (1017005.45531034469604492 214013.20096030831336975)	1017005.4553103447	214013.2009603083	440	40.75403	-73.8817731
Point (1017258.41264563798904419 214081.38471502065658569)	1017258.412645638	214081.38471502066	426	40.75422	-73.8808598
Point (1017262.97628480195999146 214048.70269376784563065)	1017262.9762848021	214048.70269376785	396	40.75413	-73.8808435
Point (1017515.94001772254705429 214116.41892972588539124)	1017515.9400177225	214116.41892972589	387	40.75431	-73.8799301
Point (1017520.39719384908676147 214084.48510251939296722)	1017520.3971938491	214084.4851025194	437	40.75423	-73.8799142
Point (1017529.87218583130743355 213078.41017897924757563)	1017529.8721858313	213078.41017897925	535	40.75146	-73.879885
Point (1017773.44934521615505219 214151.38441097736358643)	1017773.4493452162	214151.38441097736	439	40.75441	-73.8790005
Point (1017777.68178426474332809 214121.06655822694301605)	1017777.6817842647	214121.06655822694	410	40.75433	-73.8789854
Point (1017816.0068388506770134 211096.53783039748668671)	1017816.0068388507	211096.5378303975	364	40.74602	-73.8788621
Point (1018030.76526759564876556 214187.89040751755237579)	1018030.7652675956	214187.89040751755	398	40.75451	-73.8780716
Point (1018035.01558718085289001 214157.4329553097486496)	1018035.0155871809	214157.43295530975	394	40.75442	-73.8780564
Point (1018288.39122872054576874 214225.55945947766304016)	1018288.3912287205	214225.55945947766	435	40.75461	-73.8771415
Point (1018292.90237455815076828 214193.13153877109289169)	1018292.9023745582	214193.1315387711	399	40.75452	-73.8771254
Point (1018545.72175080329179764 214262.8705725222826004)	1018545.7217508033	214262.87057252228	407	40.75471	-73.8762125
Point (1018550.39529789239168167 214229.22874347865581512)	1018550.3952978924	214229.22874347863	442	40.75462	-73.8761958
Point (1018802.99977955967187881 214299.70104347914457321)	1018802.9997795598	214299.70104347914	427	40.75481	-73.8752837
Point (1018807.55685705691576004 214266.98621389269828796)	1018807.5568570568	214266.9862138927	385	40.75472	-73.8752674
Point (1019060.84375205636024475 214333.64290472865104675)	1019060.8437520565	214333.64290472868	395	40.7549	-73.8743528
Point (1019065.13983926177024841 214302.83112251758575439)	1019065.1398392618	214302.8311225176	386	40.75482	-73.8743375
Point (1019352.63139025866985321 214372.51421806216239929)	1019352.6313902587	214372.51421806216	401	40.75501	-73.8732995
Point (1019360.46733259409666061 214343.18717697262763977)	1019360.4673325941	214343.18717697263	412	40.75493	-73.8732713
Point (1019508.77330238372087479 196364.5684426873922348)	1019508.7733023837	196364.5684426874	317	40.70558	-73.8728303
Point (1019537.50290372222661972 217021.86489047855138779)	1019537.5029037222	217021.86489047855	451	40.76228	-73.8726183
Point (1019633.84194988512899727 216738.59763111671782099)	1019633.8419498851	216738.59763111672	514	40.7615	-73.872272
Point (1020719.26956905424594879 207924.18147826194763184)	1020719.2695690542	207924.18147826195	367	40.7373	-73.8684017
Point (1021103.19252167642116547 210805.48034164309501648)	1021103.1925216764	210805.4803416431	373	40.74521	-73.8670005
Point (1022122.64077804982662201 209885.01138206571340561)	1022122.6407780498	209885.0113820657	372	40.74268	-73.8633266
Point (1022810.81796605128329247 193479.62908616859931499)	1022810.8179660513	193479.6290861686	475	40.69765	-73.8609372
Point (1023978.38181722164154053 237684.40197739750146866)	1023978.3818172216	237684.4019773975	374	40.81897	-73.8564653
Point (1026209.85601969016715884 194570.55720314051723108)	1026209.8560196902	194570.55720314052	487	40.70063	-73.8486724
Point (1027385.74197934160474688 207511.3740689754486084)	1027385.7419793416	207511.37406897545	519	40.73614	-73.8443486
Point (1027397.38285322184674442 208325.81915924249915406)	1027397.3828532218	208325.8191592425	532	40.73838	-73.8443014
Point (1027527.48375225067138672 206852.59717131158686243)	1027527.4837522508	206852.5971713116	527	40.73433	-73.8438414
